	eCO2-1	eCO2-2	eCO2-3	eCO2-4	eCO2-5	eCO2-6
PASV813	0.000511167	0.000275244	0.000589808	0	0.000393205	0
PASV504	0	0.000314564	0	0.000196603	0	0.00070777
PASV565	7.86E-05	0.00074709	0.000196603	0.000511167	0	0.000275244
PASV227	0	0.000117962	0.000471846	0	0	0
PASV4866	0.000511167	0	0	0	0	0.000393205
PASV781	0.000393205	0.00070777	0.000629129	0	0.000550488	0.000393205
PASV974	0.000157282	0.000589808	0.000550488	0.000865052	3.93E-05	0.000393205
PASV2413	0	0	0	0	0	0
PASV530	0.000589808	0.000471846	0	0	7.86E-05	0.000589808
PASV1332	0	0.000314564	0.000314564	0	0	0.000983014
PASV367	0	0	0	0.00074709	0	0
PASV391	0	0.000235923	0.000235923	0.000196603	0	0.000432526
PASV3231	0	0	0	0.000668449	0	0
PASV427	0.000393205	0.000157282	0	0.000353885	0	0.000786411
PASV452	0	0	0	0	0	0
PASV3223	0.00074709	0.000393205	0	0	0	0.000786411
PASV339	0.001100975	0	0	0	0.000668449	0
PASV2395	0.000589808	0.000235923	0	0.00070777	0	0
PASV4076	0	0	0	0	0	0
PASV644	0.000196603	0.000157282	0.000353885	0.000275244	0.000196603	0.000157282
PASV457	0	0.000550488	0	0.000157282	0.000550488	3.93E-05
PASV8750	0	0.001022334	0	0.002241271	0	0
PASV238	0	0	0.000471846	0	0.000314564	0
PASV749	0.000235923	0	0.000393205	0	0	0.000314564
PASV559	0	0.000196603	0.000235923	0.000196603	0	0.000196603
PASV578	0.000314564	0	0	0.000314564	0.000353885	0
PASV612	0.000275244	0.000393205	0.000353885	0	0	0
PASV639	0	0.000314564	0	0.000275244	0	0
PASV806	0	0.001258257	0	0.000432526	0	0.000589808
PASV4815	0	0	0	0	0	0.00216263
PASV430	0	0.000235923	0.000629129	0.000432526	0	0
PASV669	0	0	0	0.001572822	0	0.000314564
PASV607	0.000275244	0.000353885	0	0.000393205	0.000117962	0.000314564
PASV766	0	0.000432526	0	0.000275244	0	0
PASV260	0	0	0	0	0	0.00074709
PASV697	0.000235923	0.000629129	0.000196603	7.86E-05	0.000393205	7.86E-05
PASV471	0.000235923	0.000471846	0	0.000117962	0.000196603	0
PASV6370	0.000353885	0	0	0	0.002595156	0
PASV597	0	0	0	0	0.000825731	0.000511167
PASV353	0	0	0.000157282	0	0	0
PASV4821	0	0.000511167	0	0	0	0.000983014
PASV4199	0	0	0.000471846	0	0	0.001572822
PASV2428	0.000275244	0	0	0	0.000589808	0.000589808
PASV185	0	0	0	0	0	0
PASV698	0	0	0	0	0	0.000865052
PASV338	0	0	0	0	0	0
PASV518	0.000157282	0.000432526	0.000393205	0	7.86E-05	0.000275244
PASV653	0.000629129	0.000668449	0	0	0.000511167	0.000393205
PASV6948	0	0	0	0	0	0
PASV638	0	0.000432526	0	0	0.000196603	0.000117962
PASV446	0	0	0.000353885	0	0	0.000235923
PASV531	0.000275244	0.000196603	0.000550488	0	0	0
PASV2432	0.000353885	0	0	0.000157282	0.000865052	0
PASV3237	0	0	0	0	0	0.001730104
PASV4093	0.001258257	0	0	0.000865052	0	0
PASV385	0	0	0	0	0	0.000471846
PASV4899	0.000511167	0.000511167	0.000668449	0.000275244	0	0.000275244
PASV2477	0.000471846	0.001022334	0.000235923	0.000353885	0.000314564	0
PASV8748	0	0.003263605	0	0	0	0
PASV3258	0.000589808	0	0.000471846	0	0.000550488	0.000786411
PASV997	0	0	0.000432526	0.000353885	0	0.000393205
PASV516	0	0	0	0	0	0.001218937
PASV570	0.000393205	0.000235923	0.000275244	0.000629129	0	0
PASV2374	0	0	0	0	0	0
PASV935	0.000314564	0.000353885	0.000943693	0	0.000511167	0.000314564
PASV801	0	0.000511167	0	0.00070777	0	0
PASV1503	0	0.000314564	0.000432526	0.000275244	0.000235923	0
PASV636	0.000117962	0.000117962	0.000196603	0.000471846	0.000235923	0.000314564
PASV449	0	0	0	0	0	0.000589808
PASV733	0	0	3.93E-05	0.000314564	0.000117962	0.000943693
PASV2545	0.000865052	0	0.000196603	0.000825731	0.000157282	0.000432526
PASV724	0.000353885	0	0.000275244	0.000275244	0.000314564	0.000196603
PASV354	7.86E-05	0	0.000550488	0	0	0
PASV1305	0.000314564	0.001966027	0	0	0.000196603	0
PASV1125	0.000786411	0	0.000196603	0	0	0
PASV909	0.000629129	0	0	0.000314564	0.000589808	0.000432526
PASV216	0	0	0	0	0	0
PASV4909	0.000786411	0.000275244	0.000432526	0.00070777	0.000353885	0.000353885
PASV375	0.000393205	0	0	0	0	0.000353885
PASV7043	0.000314564	0.001572822	0	0.000825731	0	0
PASV356	0	0	0	0	0	0
PASV791	0.000314564	0.000825731	0	0	0	0
PASV2390	0	0	0.001218937	0	0	0
PASV2614	0	0.000314564	0.000786411	0.000275244	0	0
PASV377	0	0	0	0	0	0
PASV746	0	0.000393205	0.000157282	0.000275244	0.000235923	0.000235923
PASV560	0	0.000353885	0	0.000432526	0	0
PASV1010	0	0	0.000157282	0.000196603	0.000471846	0.000117962
PASV3257	0	0	0.00070777	0	0	0
PASV2451	0	0.000511167	0.000353885	0	0	0
PASV785	0	0	0.000511167	0	0	0.000353885
PASV6371	0	0	0	0	0.002083989	0
PASV552	0	0	0	0	0	0
PASV771	0	0	0	0	0	0.001022334
PASV4822	0	0.000157282	0	0	0	0.000983014
PASV2406	0	0	0	0.001218937	0	0.000471846
PASV728	0	0.000471846	0	0.000511167	0	0.00070777
PASV308	0	0	0.000432526	0	0	0
PASV687	0	0	3.93E-05	0	0.000314564	3.93E-05
PASV2422	0	0	0	0.000117962	0	0
PASV409	0.000196603	0.000904372	0	0	0	0
PASV2508	0.000196603	0	0.000157282	0.000117962	0	0.000314564
PASV7513	0	0.001140296	0.001376219	0	0	0
PASV4141	0.000393205	0	0	0.000825731	0	0.000629129
PASV472	0	0	0	0	0	0
PASV582	0	0	0	0	3.93E-05	0.000314564
PASV673	0	0	0	0	0.00074709	0
PASV566	0	0.000196603	0	0	0	0
PASV2503	0	0.00145486	0	0	0	0.00070777
PASV4139	0.000353885	0	0	0	0.000393205	0.000275244
PASV2563	0.00070777	0	0	0	0	0.000235923
PASV1593	0	0	0.000235923	0	0	0.000393205
PASV4835	0	0.000314564	0	0	0	0.000786411
PASV3295	0	0.000589808	0	0.000983014	0.000353885	0
PASV1423	0.000511167	0	0	0	0.000314564	0.000668449
PASV690	0	0	0.000589808	0	0.000275244	0
PASV5565	0	0	0	0	0.000825731	0
PASV713	0.000353885	0	0.000196603	0.000157282	0.000314564	0
PASV912	0	0.000314564	0	0.000235923	0	0
PASV774	0	0.000943693	0.000432526	0	0.000235923	0
PASV2780	0.000550488	0.000314564	0	0.000432526	0.00070777	0
PASV541	0	0	0.000904372	0	0.000353885	0
PASV758	0	0	0	0	0.000432526	0.000629129
PASV2418	0	0.000432526	0.000825731	0	0	0
PASV4105	0	0	0	0	0.000393205	0.000825731
PASV360	0	0	0	0	0	0
PASV2465	0.000393205	0	0	0.000196603	0.000353885	0.000157282
PASV322	0	0	0	0	0	0
PASV623	0.000353885	0	0.000157282	0	0.000117962	0
PASV2528	0	0	0.000353885	0.000353885	0.000314564	0
PASV538	0	0	0.000275244	0	7.86E-05	0
PASV659	0	0.000314564	0.000157282	0	7.86E-05	0
PASV451	0.000471846	0	0	0	0	0
PASV6383	0	0.001494181	0	0	0.000511167	0
PASV772	0	0.000235923	0	0	0	0.000275244
PASV4832	0	0	0	0.000589808	0.000511167	0.000668449
PASV832	0	0	0.000275244	0	0.000314564	0.00070777
PASV926	0	0	0	0.000196603	0.000117962	0
PASV1047	0.000314564	0.000275244	0.000393205	0.000471846	0	0
PASV2394	0	0	0	0	0	0
PASV641	0.000117962	0.000314564	0	0.000314564	3.93E-05	0
PASV2382	0	0	0	0	0	0
PASV2427	0	0	0	0	0.000314564	0.000196603
PASV275	0	0	0	0	0	0
PASV928	0	0.000511167	0	0	0	0
PASV2436	0	0	0	0	0	0
PASV347	0	0	0	0	0	0
PASV419	0	0	0	0	0	0.000589808
PASV4081	0	0.00074709	0	0.000353885	0	0
PASV667	0	0	0	0.000629129	0	0
PASV546	0	0	0	0	0.000275244	0.000432526
PASV3298	0	0.000786411	0	0.000865052	0	0
PASV574	0	0	0.000393205	0	0	0
PASV550	0	0.000235923	0	0.000353885	0.000157282	0
PASV606	0.000825731	0	0	7.86E-05	0	0.000117962
PASV827	0	0	0	0	0	0
PASV702	0	0	0.000235923	0	0.000117962	0.000275244
PASV2452	0	0.000432526	0	0	0.000275244	0.000157282
PASV598	0	0.000117962	7.86E-05	0	0	0
PASV2558	0.000235923	0.000235923	0	0	0.000235923	0
PASV773	0.000157282	0	0	0.000235923	0.000353885	0.000235923
PASV778	0	0.000314564	0.000275244	0	0	0
PASV752	0	0	0	0	0	0
PASV4825	0	0	0	0	0.000668449	0.000786411
PASV2239	0.000157282	0	0	0.001100975	3.93E-05	0
PASV760	0	0.000196603	0.000235923	0	0.000275244	0.000432526
PASV4828	0	0	0	0	0	0.000825731
PASV2421	0	0.000314564	0	0	0.000235923	0.000157282
PASV5594	0	0.001297578	0	0	0	0
PASV3407	0.000196603	0	0	0.000393205	0	0
PASV526	0.000117962	7.86E-05	0	7.86E-05	0	0
PASV1091	0.000353885	0.000314564	0	0	0	0.000471846
PASV525	0	0.000235923	0.000157282	0.000196603	0	0.000275244
PASV6372	0	0	0	0	0.001415539	0
PASV842	0	0.000353885	0	0.000235923	0	0.000235923
PASV517	0	0	0	0	0.000432526	0
PASV637	0	0.000196603	0.000196603	0	0.000117962	0
PASV402	0	0.000511167	0	0	0	0
PASV660	0	0	0.000393205	0	0	0
PASV821	0.000196603	0.000157282	0	3.93E-05	0	0.000196603
PASV1150	0.000353885	0.000196603	0.000235923	0.000235923	0	0
PASV445	0	0	0.000157282	0	0	0
PASV4077	0	0	0	0.000471846	0	0
PASV4101	0	0.000471846	0.000196603	0	0.000511167	0
PASV2515	0.000629129	0	0	0.000235923	0	0.000393205
PASV473	0.000393205	0	0	0	0	0
PASV930	0	0	0	0.000275244	0	0.000393205
PASV2398	0	0	0	0	0	0
PASV826	0	0.000471846	0	0.000196603	0.000235923	0.000353885
PASV2377	0	0	0	0	0	0
PASV779	0	0	0	0	0	0.000157282
PASV2378	0	0	0	0	0	0
PASV2637	0	0.000432526	0	0.001336898	0	0
PASV3249	0	0	0	0	0	0.000393205
PASV3468	0.000314564	0.000275244	0	0.000275244	0.000157282	0.000157282
PASV852	0	0	0	0	0.000157282	3.93E-05
PASV931	0.000314564	0.000196603	0.000157282	0.000235923	0.000275244	0
PASV1032	0	0	0	0	0	0.000196603
PASV775	0	0.000235923	0	0	0.000157282	7.86E-05
PASV991	0	0	0	0.000471846	0	0
PASV4107	0	0.000275244	0	0	0.000157282	0
PASV6375	0.000117962	0	0.000668449	0	0.000865052	0
PASV529	0.000235923	0	0	0	0.000157282	0
PASV1137	0	0	0.000275244	0.000196603	0.000157282	0.000196603
PASV900	0	0.000235923	0	0	0	0.000275244
PASV629	0	0	0.000314564	0	0	0.000511167
PASV2424	0.00070777	0	0.000471846	0	0	0
PASV961	0.000196603	0	0	0.000196603	0.000235923	0
PASV1434	0	0.000235923	0.000589808	0.000196603	0.000589808	0
PASV4891	0	0.000786411	0	0.000117962	0.000275244	0.000196603
PASV1093	3.93E-05	0	0	0.000353885	0.000157282	0
PASV734	0.000275244	0	0.000157282	0	0.000196603	7.86E-05
PASV732	0.000157282	0	0	0	0.000235923	0.000157282
PASV3262	0.000196603	0	0.000157282	0.000157282	0.000314564	0.000314564
PASV3235	0	0	0	0	0.000786411	0
PASV7512	0	0	0.001848065	0	0	0
PASV857	0.000432526	0	0	0	0	0
PASV2454	0	0	0	0	0.000550488	0
PASV9261	0	0	0	0.001572822	0	0
PASV3302	0	0	0	0.000235923	0.000393205	0.000393205
PASV1054	0.000393205	0	0	0.000117962	0.000157282	0
PASV3256	0	0	0.000550488	0	0.000511167	0
PASV462	0	0	0	0	0	0
PASV3216	0	0	0.000275244	0	0	0
PASV2564	0	0	0.000235923	0	0.000117962	0.000275244
PASV4883	0	0.00074709	0	0	0.000196603	0.000235923
PASV3515	0.000393205	0	0.000275244	0.000275244	0.000157282	0
PASV368	0	0	0	0	0	0
PASV2496	0	0	0.000668449	7.86E-05	0.000157282	0
PASV4837	0	0	0.000314564	0	0.000353885	0.00070777
PASV937	0	0	0.000314564	0.000353885	0	0
PASV4216	0.000235923	0	0	0	0	0
PASV4840	0.000983014	0	0	0	0	0.000668449
PASV8769	0	0.000393205	0	0.001179616	0	0
PASV1474	0.000117962	0	0	0.000117962	0.000196603	0.000117962
PASV372	0	0	0	0	0	0
PASV5562	0	0	0	0	0	0
PASV963	0	0	0	0	0	0
PASV874	0.000235923	0.000235923	0	0.000235923	0	0.000157282
PASV838	0	0	0.000117962	0	0	0.000235923
PASV1977	0	0	0.000275244	0.000511167	0.000471846	0.000117962
PASV831	0	0.000235923	0	0	0	0.000511167
PASV740	0.000353885	7.86E-05	0	0	0	0
PASV406	0	0	0	0	0	0
PASV739	0	0.000235923	0	0	0	0.000432526
PASV647	0	0	0	0	0.000157282	0
PASV986	0	0.000275244	0.000157282	0.000275244	0	0
PASV8749	0	0.001415539	0	0	0	0
PASV6376	0	0.000393205	0	0	0.000786411	0
PASV5563	0	0	0	0	0	0
PASV2175	0.000629129	7.86E-05	0	0.000235923	0.000157282	0.000117962
PASV784	0.000432526	0.000314564	0	0	0	0
PASV1043	0.000157282	0.000196603	0	0	7.86E-05	0
PASV976	0.000629129	0	0.000235923	0	0	0
PASV2733	0	0	0	0	7.86E-05	0.001297578
PASV2444	0	0	0	0.000235923	0.000117962	3.93E-05
PASV855	0.000196603	0	0.000196603	0.000157282	0.000117962	0
PASV3264	0	0.000432526	0	0	0.000196603	0
PASV398	0	0	0	0	0	0
PASV400	0	0	0	0	0	0
PASV767	0	0	0	0	0	0
PASV886	0	3.93E-05	0	0	0	0.000196603
PASV1582	0.000314564	0	7.86E-05	7.86E-05	0	0.000235923
PASV1731	0	0.000157282	0.000117962	0.000353885	0	0.000353885
PASV404	0	0	0	0	0	0
PASV1214	0.000275244	0.000157282	0.000314564	0.000196603	0	0.000157282
PASV5567	0	0	0	0.000117962	0	0
PASV730	0	0.000432526	0	0	0	0
PASV736	0	0	0	0.000314564	0.000157282	7.86E-05
PASV2385	0	0	0	0	0	0.000393205
PASV8074	0.000668449	0	0	0.000825731	0	0
PASV8062	0.001612142	0	0	0	0	0
PASV7054	0.00070777	0.000550488	0	0	0	0
PASV934	0	0	0	0.000353885	0	0
PASV3521	0	0	0.000353885	0	0	0
PASV3227	0	0	0	0.000393205	0	0
PASV3201	0	0	0.000196603	0	0.000157282	0.000314564
PASV1736	0.000235923	0	0.000275244	0.000157282	0.000275244	0
PASV654	0	0	0	0	0.000314564	0.000117962
PASV978	0	0	7.86E-05	0.000117962	7.86E-05	0.000117962
PASV4311	0.000353885	0.000275244	0	0	7.86E-05	0.000157282
PASV5564	0	0	0	0	0	0
PASV1057	0.000235923	0	0	0	0	0.000117962
PASV432	0	0	0	0	0	0
PASV3402	0	0	0	0.001061655	0	0
PASV4999	0.000432526	0	0	0	0.000235923	0.000196603
PASV967	0	0.000117962	0	0	0.000275244	0
PASV1124	0	0.000157282	0.000353885	0	0	0
PASV2536	0	0	0	0.000117962	0	0
PASV7514	0	0	0.001061655	0	0	0
PASV2426	0.000589808	0	0	0	0	0
PASV4838	0	0	0.000511167	0	0	0.000668449
PASV841	0	0	7.86E-05	0	7.86E-05	0
PASV6960	0.00074709	0	0	0	0	0
PASV602	0	0	0	0	0.000353885	0
PASV658	0	0	0	0.000157282	0	0.000235923
PASV994	0.000432526	0	0	0	0	0
PASV4109	0	0.00074709	0	0	0	0
PASV3558	7.86E-05	0	0	0.000196603	0.000471846	0
PASV6373	0	0	0	0	0.000668449	0
PASV992	0.000117962	0.000157282	0	0	0	0.000275244
PASV2709	0	0	7.86E-05	0.000904372	0	0
PASV2702	0	7.86E-05	0	0.000157282	0	7.86E-05
PASV509	0	0.000117962	0	0	0	0
PASV2380	0	0	0	0	0	0
PASV1595	0.000196603	0.000511167	0	0.000314564	0	0
PASV719	0.000117962	0	0	0	0.000117962	0.000196603
PASV802	0	0	0.000550488	0	0	0
PASV605	0	0	0.000275244	0	0	0
PASV1425	0.000471846	0	0	0	0	0.000196603
PASV561	0	0	0	0	0	0
PASV4201	0.000196603	0.000235923	0.000235923	0.000235923	0	7.86E-05
PASV984	0.000275244	0	0.000117962	7.86E-05	7.86E-05	3.93E-05
PASV1151	0	0	0	0	0.000471846	0
PASV1159	7.86E-05	0	0	0	0	0.000353885
PASV9262	0	0	0	0.001179616	0	0
PASV1107	0	0	0	0	0.000314564	0
PASV2381	0	0	0	0	0	0
PASV729	0	0.000235923	0	0	0.000117962	3.93E-05
PASV4818	0	0	0	0	0	0.001179616
PASV2437	0	0	0	0	0.000314564	0
PASV482	0	0	0	0	0	0
PASV4819	0	0	0	0	0	0.000943693
PASV479	0	0	0	0	0	0
PASV1080	0	0	0	0	0	7.86E-05
PASV4140	0	0	0.000825731	0	0	0
PASV684	0	0	0	0.000314564	0	0
PASV5566	0	0	0	0	0	0
PASV4130	0.000235923	0	0	0.000393205	0	0
PASV7521	0	0.000629129	0.00070777	0	0	0
PASV588	0	0	0	0	0	0
PASV500	0	0	0	0	0	0
PASV6951	0	0	0	0	0	0
PASV3494	0	0	0	0	0	0.000235923
PASV4820	0	0	0	0	0	0.000943693
PASV798	0	0	0	0	0	0
PASV686	0	0	0.000432526	0	0	0
PASV714	0	0	0	0	0.000235923	0.000235923
PASV4098	0	0	0	0	0	0
PASV9263	0	0	0	0.001022334	0	0
PASV502	0	0	0	0	0	0
PASV2543	0	0	0	0.000117962	7.86E-05	0
PASV3398	0	0	0	0	0.000471846	0
PASV4118	0	0	0	0	0	0
PASV4087	0	0	0	0	7.86E-05	0
PASV715	0	0	0	0	0	0
PASV1296	0.000275244	0	0	0	0.000235923	0.000157282
PASV1037	0	0	0.000157282	0	0.000393205	7.86E-05
PASV6374	0	0	0	0	0.000983014	0
PASV512	0	0	0	0	0	0
PASV741	0	0	0	0	0	0.000157282
PASV956	0	0.000589808	0	0	0	0
PASV6484	0	0.000314564	0.000589808	0	0.000157282	0
PASV511	0	0	0	0	0	0
PASV5579	0	0.000432526	0	0	0	0
PASV833	0	0	0	0.000432526	0	0
PASV3222	0	0	0	0	0	0
PASV1097	0	0	0	0.000393205	0	0
PASV3380	0.000589808	0	0	0	0.000275244	0
PASV5632	0.000117962	0.000196603	0	0.000117962	0.000353885	0
PASV515	0	0	0	0	0	0
PASV888	0	0	0.000353885	0	0.000275244	0
PASV542	0	0	0	0	0	0
PASV7519	0.000353885	0	0.000983014	0	0	0
PASV4127	0	0	0	0.000157282	0.000432526	0
PASV4947	0	0	0	0	0.000275244	0.000157282
PASV885	0	0	0	0.000196603	0	0.000235923
PASV2539	0.000117962	0	0	0.000196603	0	0.000511167
PASV4860	0	0	0	0	0.000589808	0.000432526
PASV4123	0	0	0	0	0	0
PASV1224	0	0.000511167	0.000196603	7.86E-05	0	0
PASV1485	0.000117962	0.000117962	0	0.000196603	0.000157282	0.000157282
PASV1096	7.86E-05	0	0	0.000157282	0	0.000157282
PASV975	0.000196603	0	0	0	0.000275244	0.000117962
PASV828	0	0.000314564	0	0	0	0
PASV4865	0	0	0	0	0	0.000353885
PASV1168	0	0.000157282	0.000314564	0.000353885	0	0
PASV7515	0	0	0.001179616	0	0	0
PASV4104	0	0	0.000157282	0.000353885	0	0
PASV4512	0	0	0	0	0	0
PASV910	0.000235923	0	0	0	0	0
PASV625	0	0.000196603	0	0	0	0
PASV8773	0	0.000471846	0	0.00070777	0	0
PASV1575	0	0	0	0	0	0
PASV6996	0	0	0	0.00070777	0	0
PASV4155	0	0	0	0	0	0
PASV534	0	0	0	0	0	0
PASV1038	0.000157282	0	0	0.000393205	0	0
PASV665	0	0	0	0	0	0
PASV4122	0	0	0	0	0	0.000196603
PASV705	0	0	0.000393205	0	0	0
PASV6394	0.000275244	0	0	0	0.000471846	0
PASV2383	0	0	0	0	0	0
PASV618	0	0	0.000314564	0	0	0
PASV1023	0	0	0	0	0	0
PASV8751	0	0.001061655	0	0	0	0
PASV1140	0	0	0	0.000353885	0	0
PASV2612	0	7.86E-05	0	0.000157282	7.86E-05	0
PASV883	0.000196603	0	0	0	0	0.000196603
PASV540	0	0	0	0	0	0
PASV649	0.000314564	0	0	0	0	0
PASV731	0	0	0	0	0	0
PASV3224	0	0	0	0	0	0
PASV8752	0	0.000983014	0	0	0	0
PASV861	0	0	0	0	0	0
PASV6393	0	0	0	0.000550488	0.000353885	0
PASV5845	0.000117962	0	0.000117962	0.000471846	0.000157282	0
PASV751	0	0	0	0	0	0
PASV6954	0	0	0	0	0	0
PASV1185	0	0	0	0	0	0
PASV2567	0	0	0	0	0.000550488	0
PASV1102	0	0	0	0	0	0.000157282
PASV3225	0	0	0	0	0	0
PASV5717	0	0	0.000511167	0.000275244	0	0
PASV1002	0	0	0	0	0	0
PASV6955	0	0	0	0	0	0
PASV554	0	0	0	0	0	0
PASV1361	0	0.000196603	0	0.000157282	0	0.000235923
PASV5569	0	0	0	0	0	0
PASV3029	0	0.000196603	0	0.000157282	0	0.000117962
PASV722	0	0	0	0	0	0
PASV1183	0	0	0	7.86E-05	7.86E-05	0
PASV817	0	0	0	0	0.000275244	0
PASV1006	0	0.000117962	0	0	0.000117962	0
PASV5592	0	0	0	0.000235923	0	0
PASV5596	0	0	0	0	0.000471846	0
PASV2570	0	0	0.000550488	0.000235923	0	0
PASV704	0	0	0	0.000117962	0	0
PASV890	0	0	0.000314564	0	0	0
PASV7516	0	0	0.001061655	0	0	0
PASV8065	0.001140296	0	0	0	0	0
PASV551	0	0	0	0	0	0
PASV764	0	0	0	0	0	0
PASV3226	0	0	0	0	0	0
PASV1082	0	0	0	0.000157282	0	7.86E-05
PASV8067	0.001140296	0	0	0	0	0
PASV8066	0.001140296	0	0	0	0	0
PASV6759	0.000353885	0	0.000314564	0.000157282	7.86E-05	0
PASV8777	0	0.000353885	0	0.000511167	0	0
PASV8753	0	0.000943693	0	0	0	0
PASV8754	0	0.001100975	0	0	0	0
PASV4237	0.000314564	0	0.000275244	0	0	0
PASV2665	0	0	0	0	0	0
PASV1400	0	0.000157282	0	0	0	0
PASV1252	0	0	0.000157282	0	0.000196603	0
PASV4824	0	0	0	0	0	0.001022334
PASV743	0	0	0	0	0	0
PASV2435	0	0	0	0	0	0
PASV1017	0	0	0.000117962	0	0.000117962	7.86E-05
PASV3550	0.000157282	0	0	0.000196603	0.000117962	0
PASV2576	0	0	0	0.00074709	0	0
PASV1443	0	0	0	0	0	0.000196603
PASV8068	0.001179616	0	0	0	0	0
PASV3110	0.000235923	0.000157282	0.000196603	0	3.93E-05	0.000196603
PASV4827	0	0	0	0	0	0.000786411
PASV5573	0	7.86E-05	0	0	0	0
PASV2388	0	0	0	0	0	0
PASV4207	0.000314564	0	0	0	0.000314564	0
PASV666	0	0	0.000196603	0	0	0
PASV4223	0	7.86E-05	0	0	0.000511167	0
PASV1180	0	3.93E-05	0.000550488	0	0	0
PASV3263	0	0.000157282	0	0	0	0
PASV6377	0	0	0	0	0.000589808	0
PASV953	0	0	0.000275244	0	3.93E-05	0
PASV4858	0	0.000353885	0	0	0	0.000471846
PASV7561	0	0.000157282	0.000353885	0.000550488	0	0
PASV4484	0	0	0.000235923	0	0	0
PASV858	0	0	0.000275244	0	0	0
PASV2441	0.000511167	0	0	0	0	0
PASV1381	0.000196603	0.000117962	0	7.86E-05	0	0
PASV8755	0	0.000904372	0	0	0	0
PASV3293	0	0.000471846	0	0	0	0
PASV590	0	0	0	0	0	0
