	aCO2-1	aCO2-2	aCO2-3	aCO2-4	aCO2-5	aCO2-6
PASV6635	0	0	0	0	0	0
PASV2807	0	0.000157282	0	0	0	0
PASV5924	0	0	0	0	0.000157282	0
PASV2810	0	0.000117962	0	0	0	0
PASV5888	0	0	0	0	0.000157282	0
PASV2773	0	0.000117962	0	0	0	0
PASV9433	0	0	0	0	0	0
PASV5911	0	0	0	0	0.000157282	0
PASV5882	0	0	0	0	0.000157282	0
PASV2740	0	3.93E-05	0	0	0	0
PASV4435	0	0	0.000157282	0	0	0
PASV3623	0	0	0	0	0	0.000157282
PASV2803	0	0.000117962	0	0	0	0
PASV6608	0	0	0	0	0	0
PASV9458	0	0	0	0	0	0
PASV7199	0	0	0	0.000117962	0	0
PASV8301	0	0	0	0	0	0
PASV5933	0	0	0	0	0.000117962	0
PASV1698	0.000117962	0	0	0	0	0
PASV5177	0	0	0	0	0	0
PASV8931	0	0	0	0	0	0
PASV7185	0	0	0	0.000157282	0	0
PASV1755	7.86E-05	0	0	0	0	0
PASV5861	0	0	0	0	0.000117962	0
PASV5162	0	0	0	0	0	0
PASV5857	0	0	0	0	0.000157282	0
PASV5141	0	0	0	0	0	0
PASV3610	0	0	0	0	0	0.000117962
PASV1789	3.93E-05	0	0	0	0	0
PASV3548	0	0	0	0	0	0.000117962
PASV5858	0	0	0	0	0.000117962	0
PASV8991	0	0	0	0	0	0
PASV8271	0	0	0	0	0	0
PASV2795	0	0.000117962	0	0	0	0
PASV4404	0	0	0.000157282	0	0	0
PASV6639	0	0	0	0	0	0
PASV3604	0	0	0	0	0	0.000157282
PASV5916	0	0	0	0	7.86E-05	0
PASV4408	0	0	0.000157282	0	0	0
PASV5891	0	0	0	0	7.86E-05	0
PASV3622	0	0	0	0	0	0.000157282
PASV4427	0	0	7.86E-05	0	0	0
PASV8275	0	0	0	0	0	0
PASV9476	0	0	0	0	0	0
PASV5856	0	0	0	0	0.000117962	0
PASV9461	0	0	0	0	0	0
PASV1772	3.93E-05	0	0	0	0	0
PASV8291	0	0	0	0	0	0
PASV9429	0	0	0	0	0	0
PASV5145	0	0	0	0	0	0
PASV8265	0	0	0	0	0	0
PASV7164	0	0	0	0.000117962	0	0
PASV9430	0	0	0	0	0	0
PASV6579	0	0	0	0	0	0
PASV5171	0	0	0	0	0	0
PASV7195	0	0	0	0.000157282	0	0
PASV4421	0	0	0.000117962	0	0	0
PASV4055	0	0	3.93E-05	0	0	7.86E-05
PASV7160	0	0	0	0.000117962	0	0
PASV8975	0	0	0	0	0	0
PASV6625	0	0	0	0	0	0
PASV6606	0	0	0	0	0	0
PASV8930	0	0	0	0	0	0
PASV7731	0	0	0	0	0	0
PASV3559	0	0	0	0	0	0.000157282
PASV2797	0	0.000117962	0	0	0	0
PASV3586	0	0	0	0	0	0.000157282
PASV2757	0	0.000157282	0	0	0	0
PASV4402	0	0	0.000157282	0	0	0
PASV6585	0	0	0	0	0	0
PASV8995	0	0	0	0	0	0
PASV4420	0	0	0.000117962	0	0	0
PASV5175	0	0	0	0	0	0
PASV1746	3.93E-05	0	0	0	0	0
PASV5843	0	0	0	0	7.86E-05	0
PASV1739	7.86E-05	0	0	0	0	0
PASV7145	0	0	0	3.93E-05	0	0
PASV2749	0	0.000157282	0	0	0	0
PASV5166	0	0	0	0	0	0
PASV3588	0	0	0	0	0	0.000157282
PASV1774	3.93E-05	0	0	0	0	0
PASV8289	0	0	0	0	0	0
PASV5151	0	0	0	0	0	0
PASV8253	0	0	0	0	0	0
PASV7158	0	0	0	7.86E-05	0	0
PASV7196	0	0	0	0.000157282	0	0
PASV8977	0	0	0	0	0	0
PASV6592	0	0	0	0	0	0
PASV4415	0	0	0.000157282	0	0	0
PASV6618	0	0	0	0	0	0
PASV3530	0	0	0	0	0	0.000117962
PASV3578	0	0	0	0	0	0.000157282
PASV5917	0	0	0	0	0.000157282	0
PASV4416	0	0	7.86E-05	0	0	0
PASV1759	3.93E-05	0	0	0	0	0
PASV3611	0	0	0	0	0	0.000157282
PASV5927	0	0	0	0	7.86E-05	0
PASV9481	0	0	0	0	0	0
PASV7758	0	0	0	0	0	0
PASV5899	0	0	0	0	7.86E-05	0
PASV8999	0	0	0	0	0	0
PASV2776	0	0.000157282	0	0	0	0
PASV7201	0	0	0	0.000117962	0	0
PASV7146	0	0	0	0.000157282	0	0
PASV7770	0	0	0	0	0	0
PASV7716	0	0	0	0	0	0
PASV8989	0	0	0	0	0	0
PASV2788	0	7.86E-05	0	0	0	0
PASV1723	3.93E-05	0	0	0	0	0
PASV9466	0	0	0	0	0	0
PASV7149	0	0	0	0.000117962	0	0
PASV5932	0	0	0	0	0.000117962	0
PASV7174	0	0	0	0.000157282	0	0
PASV8946	0	0	0	0	0	0
PASV5881	0	0	0	0	0.000117962	0
PASV8238	0	0	0	0	0	0
PASV8260	0	0	0	0	0	0
PASV8987	0	0	0	0	0	0
PASV1665	3.93E-05	0	0	0	0	0
PASV1671	3.93E-05	0	0	0	0	0
PASV8297	0	0	0	0	0	0
PASV8249	0	0	0	0	0	0
PASV5107	0	0	0	0	0	0
PASV9487	0	0	0	0	0	0
PASV7896	0	0	0	0	0	0
PASV2808	0	0.000117962	0	0	0	0
PASV8237	0	0	0	0	0	0
PASV9494	0	0	0	0	0	0
PASV7182	0	0	0	7.86E-05	0	0
PASV1674	7.86E-05	0	0	0	0	0
PASV1780	3.93E-05	0	0	0	0	0
PASV1756	3.93E-05	0	0	0	0	0
PASV8982	0	0	0	0	0	0
PASV7178	0	0	0	0.000117962	0	0
PASV7192	0	0	0	7.86E-05	0	0
PASV5864	0	0	0	0	0.000157282	0
PASV8994	0	0	0	0	0	0
PASV8970	0	0	0	0	0	0
PASV2743	0	0.000117962	0	0	0	0
PASV9486	0	0	0	0	0	0
PASV9477	0	0	0	0	0	0
PASV2778	0	0.000157282	0	0	0	0
PASV8264	0	0	0	0	0	0
PASV8288	0	0	0	0	0	0
PASV6596	0	0	0	0	0	0
PASV7736	0	0	0	0	0	0
PASV6621	0	0	0	0	0	0
PASV1787	7.86E-05	0	0	0	0	0
PASV3553	0	0	0	0	0	0.000157282
PASV5160	0	0	0	0	0	0
PASV6629	0	0	0	0	0	0
PASV8245	0	0	0	0	0	0
PASV2783	0	0.000157282	0	0	0	0
PASV1649	7.86E-05	0	0	0	0	0
PASV3603	0	0	0	0	0	0.000157282
PASV4432	0	0	3.93E-05	0	0	0
PASV5889	0	0	0	0	0.000157282	0
PASV3541	0	0	0	0	0	0.000157282
PASV5901	0	0	0	0	0.000117962	0
PASV4433	0	0	0.000117962	0	0	0
PASV4417	0	0	0.000157282	0	0	0
PASV4403	0	0	0.000117962	0	0	0
PASV5919	0	0	0	0	0.000157282	0
PASV1719	3.93E-05	0	0	0	0	0
PASV6611	0	0	0	0	0	0
PASV9485	0	0	0	0	0	0
PASV9493	0	0	0	0	0	0
PASV7200	0	0	0	0.000157282	0	0
PASV1781	3.93E-05	0	0	0	0	0
PASV8293	0	0	0	0	0	0
PASV1650	0.000117962	0	0	0	0	0
PASV7184	0	0	0	0.000157282	0	0
PASV1742	3.93E-05	0	0	0	0	0
PASV9490	0	0	0	0	0	0
PASV2775	0	0.000117962	0	0	0	0
PASV3596	0	0	0	0	0	0.000157282
PASV7186	0	0	0	0.000157282	0	0
PASV9447	0	0	0	0	0	0
PASV6619	0	0	0	0	0	0
PASV7180	0	0	0	0.000117962	0	0
PASV5905	0	0	0	0	7.86E-05	0
PASV4439	0	0	0.000117962	0	0	0
PASV6600	0	0	0	0	0	0
PASV8998	0	0	0	0	0	0
PASV1681	0.000117962	0	0	0	0	0
PASV9448	0	0	0	0	0	0
PASV7750	0	0	0	0	0	0
PASV5161	0	0	0	0	0	0
PASV8227	0	0	0	0	0	0
PASV4442	0	0	0.000117962	0	0	0
PASV8266	0	0	0	0	0	0
PASV9450	0	0	0	0	0	0
PASV7175	0	0	0	0.000157282	0	0
PASV1651	0.000117962	0	0	0	0	0
PASV6641	0	0	0	0	0	0
PASV2811	0	0.000157282	0	0	0	0
PASV5085	0	0	0	0	0	0
PASV8292	0	0	0	0	0	0
PASV7728	0	0	0	0	0	0
PASV8983	0	0	0	0	0	0
PASV9435	0	0	0	0	0	0
PASV8980	0	0	0	0	0	0
PASV7741	0	0	0	0	0	0
PASV3600	0	0	0	0	0	0.000117962
PASV5169	0	0	0	0	0	0
PASV5908	0	0	0	0	0.000157282	0
PASV5173	0	0	0	0	0	0
PASV2798	0	7.86E-05	0	0	0	0
PASV6636	0	0	0	0	0	0
PASV5879	0	0	0	0	0.000157282	0
PASV8966	0	0	0	0	0	0
PASV5086	0	0	0	0	0	0
PASV5902	0	0	0	0	0.000157282	0
PASV1693	7.86E-05	0	0	0	0	0
PASV4425	0	0	0.000117962	0	0	0
PASV4393	0	0	0.000157282	0	0	0
PASV8290	0	0	0	0	0	0
PASV5887	0	0	0	0	0.000117962	0
PASV4434	0	0	0.000157282	0	0	0
PASV8040	0	0	0	0	0	0
PASV7198	0	0	0	0.000157282	0	0
PASV8969	0	0	0	0	0	0
PASV5904	0	0	0	0	0.000157282	0
PASV8283	0	0	0	0	0	0
PASV4436	0	0	0.000117962	0	0	0
PASV1785	3.93E-05	0	0	0	0	0
PASV4410	0	0	0.000157282	0	0	0
PASV9445	0	0	0	0	0	0
PASV7189	0	0	0	0.000117962	0	0
PASV8280	0	0	0	0	0	0
PASV8962	0	0	0	0	0	0
PASV5167	0	0	0	0	0	0
PASV7769	0	0	0	0	0	0
PASV8279	0	0	0	0	0	0
PASV7718	0	0	0	0	0	0
PASV1738	7.86E-05	0	0	0	0	0
PASV5872	0	0	0	0	0.000117962	0
PASV7764	0	0	0	0	0	0
PASV9001	0	0	0	0	0	0
PASV4362	0	0	0.000157282	0	0	0
PASV7746	0	0	0	0	0	0
PASV5163	0	0	0	0	0	0
PASV5142	0	0	0	0	0	0
PASV6642	0	0	0	0	0	0
PASV3574	0	0	0	0	0	0.000117962
PASV8021	0	0	0	0	0	0
PASV9439	0	0	0	0	0	0
PASV1694	7.86E-05	0	0	0	0	0
PASV6601	0	0	0	0	0	0
PASV2182	0	0	0	0	0	0
PASV8973	0	0	0	0	0	0
PASV7726	0	0	0	0	0	0
PASV2800	0	0.000117962	0	0	0	0
PASV9438	0	0	0	0	0	0
PASV6584	0	0	0	0	0	0
PASV6620	0	0	0	0	0	0
PASV9484	0	0	0	0	0	0
PASV6588	0	0	0	0	0	0
PASV8300	0	0	0	0	0	0
PASV4392	0	0	0.000157282	0	0	0
PASV8992	0	0	0	0	0	0
PASV7202	0	0	0	0.000117962	0	0
PASV5844	0	0	0	0	0.000117962	0
PASV2737	0	0.000157282	0	0	0	0
PASV8295	0	0	0	0	0	0
PASV2768	0	0.000157282	0	0	0	0
PASV5103	0	0	0	0	0	0
PASV2802	0	7.86E-05	0	0	0	0
PASV7744	0	0	0	0	0	0
PASV3601	0	0	0	0	0	0.000157282
PASV5925	0	0	0	0	0.000117962	0
PASV7151	0	0	0	0.000157282	0	0
PASV7760	0	0	0	0	0	0
PASV5880	0	0	0	0	0.000117962	0
PASV5144	0	0	0	0	0	0
PASV5150	0	0	0	0	0	0
PASV5146	0	0	0	0	0	0
PASV5912	0	0	0	0	0.000157282	0
PASV6615	0	0	0	0	0	0
PASV6647	0	0	0	0	0	0
PASV5183	0	0	0	0	0	0
PASV1760	3.93E-05	0	0	0	0	0
PASV8298	0	0	0	0	0	0
PASV6586	0	0	0	0	0	0
PASV8972	0	0	0	0	0	0
PASV6644	0	0	0	0	0	0
PASV6649	0	0	0	0	0	0
PASV3580	0	0	0	0	0	0.000157282
PASV2744	0	0.000117962	0	0	0	0
PASV9495	0	0	0	0	0	0
PASV9471	0	0	0	0	0	0
PASV3594	0	0	0	0	0	0.000117962
PASV5929	0	0	0	0	0.000117962	0
PASV9483	0	0	0	0	0	0
PASV9002	0	0	0	0	0	0
PASV6617	0	0	0	0	0	0
PASV8979	0	0	0	0	0	0
PASV5876	0	0	0	0	7.86E-05	0
PASV3618	0	0	0	0	0	0.000157282
PASV7717	0	0	0	0	0	0
PASV2953	0	0.000117962	0	0	0	0
PASV4472	0	0	3.93E-05	0	0	0
PASV6748	0	0	0	0	0	0
PASV6080	0	0	0	0	0.000117962	0
PASV7842	0	0	0	0	0	0
PASV7324	0	0	0	7.86E-05	0	0
PASV7273	0	0	0	0.000117962	0	0
PASV9539	0	0	0	0	0	0
PASV9106	0	0	0	0	0	0
PASV7289	0	0	0	0.000117962	0	0
PASV1933	3.93E-05	0	0	0	0	0
PASV7857	0	0	0	0	0	0
PASV9056	0	0	0	0	0	0
PASV8408	0	0	0	0	0	0
PASV4573	0	0	0.000117962	0	0	0
PASV1900	3.93E-05	0	0	0	0	0
PASV7255	0	0	0	7.86E-05	0	0
PASV1987	3.93E-05	0	0	0	0	0
PASV5310	0	0	0	0	0	0
PASV6042	0	0	0	0	0.000117962	0
PASV8393	0	0	0	0	0	0
PASV3768	0	0	0	0	0	0.000117962
PASV9587	0	0	0	0	0	0
PASV2034	3.93E-05	0	0	0	0	0
PASV2014	7.86E-05	0	0	0	0	0
PASV6732	0	0	0	0	0	0
PASV1855	3.93E-05	0	0	0	0	0
PASV6675	0	0	0	0	0	0
PASV2976	0	0.000117962	0	0	0	0
PASV9578	0	0	0	0	0	0
PASV9014	0	0	0	0	0	0
PASV7247	0	0	0	7.86E-05	0	0
PASV8449	0	0	0	0	0	0
PASV6757	0	0	0	0	0	0
PASV9102	0	0	0	0	0	0
PASV7294	0	0	0	0.000117962	0	0
PASV5319	0	0	0	0	0	0
PASV5970	0	0	0	0	0.000117962	0
PASV1873	3.93E-05	0	0	0	0	0
PASV2969	0	0.000117962	0	0	0	0
PASV7869	0	0	0	0	0	0
PASV2035	7.86E-05	0	0	0	0	0
PASV7795	0	0	0	0	0	0
PASV7824	0	0	0	0	0	0
PASV6743	0	0	0	0	0	0
PASV7321	0	0	0	0.000117962	0	0
PASV5984	0	0	0	0	7.86E-05	0
PASV5253	0	0	0	0	0	0
PASV6737	0	0	0	0	0	0
PASV9529	0	0	0	0	0	0
PASV9052	0	0	0	0	0	0
PASV6030	0	0	0	0	0.000117962	0
PASV8445	0	0	0	0	0	0
PASV9060	0	0	0	0	0	0
PASV3749	0	0	0	0	0	0.000117962
PASV7292	0	0	0	0.000117962	0	0
PASV7876	0	0	0	0	0	0
PASV4504	0	0	0.000117962	0	0	0
PASV5260	0	0	0	0	0	0
PASV3737	0	0	0	0	0	0.000117962
PASV7805	0	0	0	0	0	0
PASV6756	0	0	0	0	0	0
PASV6049	0	0	0	0	7.86E-05	0
PASV2882	0	7.86E-05	0	0	0	0
PASV9103	0	0	0	0	0	0
PASV6661	0	0	0	0	0	0
PASV2961	0	0.000117962	0	0	0	0
PASV7238	0	0	0	0.000117962	0	0
PASV9090	0	0	0	0	0	0
PASV6017	0	0	0	0	0.000117962	0
PASV1925	3.93E-05	0	0	0	0	0
PASV7812	0	0	0	0	0	0
PASV8453	0	0	0	0	0	0
PASV5188	0	0	0	0	0	0
PASV4527	0	0	7.86E-05	0	0	0
PASV9098	0	0	0	0	0	0
PASV5221	0	0	0	0	0	0
PASV2965	0	7.86E-05	0	0	0	0
PASV7844	0	0	0	0	0	0
PASV7318	0	0	0	3.93E-05	0	0
PASV6067	0	0	0	0	0.000117962	0
PASV4526	0	0	7.86E-05	0	0	0
PASV7297	0	0	0	0.000117962	0	0
PASV8348	0	0	0	0	0	0
PASV1990	7.86E-05	0	0	0	0	0
PASV9556	0	0	0	0	0	0
PASV9035	0	0	0	0	0	0
PASV6735	0	0	0	0	0	0
PASV3732	0	0	0	0	0	0.000117962
PASV7815	0	0	0	0	0	0
PASV6091	0	0	0	0	0.000117962	0
PASV4564	0	0	7.86E-05	0	0	0
PASV6694	0	0	0	0	0	0
PASV4575	0	0	7.86E-05	0	0	0
PASV1959	3.93E-05	0	0	0	0	0
PASV7866	0	0	0	0	0	0
PASV9504	0	0	0	0	0	0
PASV3738	0	0	0	0	0	0.000117962
PASV8340	0	0	0	0	0	0
PASV4556	0	0	7.86E-05	0	0	0
PASV7813	0	0	0	0	0	0
PASV7819	0	0	0	0	0	0
PASV4471	0	0	0.000117962	0	0	0
PASV7868	0	0	0	0	0	0
PASV6043	0	0	0	0	0.000117962	0
PASV9092	0	0	0	0	0	0
PASV7208	0	0	0	0.000117962	0	0
PASV6092	0	0	0	0	0.000117962	0
PASV1981	3.93E-05	0	0	0	0	0
PASV6765	0	0	0	0	0	0
PASV1967	3.93E-05	0	0	0	0	0
PASV9083	0	0	0	0	0	0
PASV8460	0	0	0	0	0	0
PASV7830	0	0	0	0	0	0
PASV5973	0	0	0	0	0.000117962	0
PASV6752	0	0	0	0	0	0
PASV7862	0	0	0	0	0	0
PASV4547	0	0	0.000117962	0	0	0
PASV4501	0	0	0.000117962	0	0	0
PASV9059	0	0	0	0	0	0
PASV3772	0	0	0	0	0	0.000117962
PASV4530	0	0	7.86E-05	0	0	0
PASV8318	0	0	0	0	0	0
PASV5998	0	0	0	0	7.86E-05	0
PASV6027	0	0	0	0	0.000117962	0
PASV7262	0	0	0	7.86E-05	0	0
PASV5295	0	0	0	0	0	0
PASV4470	0	0	0.000117962	0	0	0
PASV8308	0	0	0	0	0	0
PASV6028	0	0	0	0	0.000117962	0
PASV5305	0	0	0	0	0	0
PASV2898	0	7.86E-05	0	0	0	0
PASV1852	7.86E-05	0	0	0	0	0
PASV7236	0	0	0	0.000117962	0	0
PASV8342	0	0	0	0	0	0
PASV7826	0	0	0	0	0	0
PASV1847	7.86E-05	0	0	0	0	0
PASV2899	0	0.000117962	0	0	0	0
PASV7312	0	0	0	0.000117962	0	0
PASV4550	0	0	0.000117962	0	0	0
PASV3646	0	0	0	0	0	7.86E-05
PASV9045	0	0	0	0	0	0
PASV6674	0	0	0	0	0	0
PASV9100	0	0	0	0	0	0
PASV8375	0	0	0	0	0	0
PASV8417	0	0	0	0	0	0
PASV9057	0	0	0	0	0	0
PASV7325	0	0	0	7.86E-05	0	0
PASV1949	7.86E-05	0	0	0	0	0
PASV9027	0	0	0	0	0	0
PASV6082	0	0	0	0	7.86E-05	0
PASV4572	0	0	7.86E-05	0	0	0
PASV6768	0	0	0	0	0	0
PASV7855	0	0	0	0	0	0
PASV7858	0	0	0	0	0	0
PASV9043	0	0	0	0	0	0
PASV7251	0	0	0	3.93E-05	0	0
PASV9534	0	0	0	0	0	0
PASV9054	0	0	0	0	0	0
PASV2922	0	3.93E-05	0	0	0	0
PASV4560	0	0	0.000117962	0	0	0
PASV1940	3.93E-05	0	0	0	0	0
PASV9087	0	0	0	0	0	0
PASV9099	0	0	0	0	0	0
PASV9535	0	0	0	0	0	0
PASV8392	0	0	0	0	0	0
PASV9570	0	0	0	0	0	0
PASV7203	0	0	0	0.000117962	0	0
PASV7314	0	0	0	0.000117962	0	0
PASV2037	3.93E-05	0	0	0	0	0
PASV5237	0	0	0	0	0	0
PASV3762	0	0	0	0	0	0.000117962
PASV7230	0	0	0	0.000117962	0	0
PASV1936	3.93E-05	0	0	0	0	0
PASV2946	0	0.000117962	0	0	0	0
PASV1952	3.93E-05	0	0	0	0	0
PASV4455	0	0	0.000117962	0	0	0
PASV6071	0	0	0	0	0.000117962	0
PASV7311	0	0	0	0.000117962	0	0
PASV2889	0	0.000117962	0	0	0	0
PASV6077	0	0	0	0	7.86E-05	0
PASV6711	0	0	0	0	0	0
PASV6057	0	0	0	0	0.000117962	0
PASV6050	0	0	0	0	0.000117962	0
PASV2933	0	7.86E-05	0	0	0	0
PASV7328	0	0	0	7.86E-05	0	0
PASV5977	0	0	0	0	0.000117962	0
PASV6758	0	0	0	0	0	0
PASV5943	0	0	0	0	0.000117962	0
PASV9032	0	0	0	0	0	0
PASV8358	0	0	0	0	0	0
PASV9559	0	0	0	0	0	0
PASV7860	0	0	0	0	0	0
PASV5987	0	0	0	0	7.86E-05	0
PASV8360	0	0	0	0	0	0
PASV2941	0	0.000117962	0	0	0	0
PASV6730	0	0	0	0	0	0
PASV5271	0	0	0	0	0	0
PASV2865	0	0.000117962	0	0	0	0
PASV7818	0	0	0	0	0	0
PASV5956	0	0	0	0	0.000117962	0
PASV2975	0	0.000117962	0	0	0	0
PASV3698	0	0	0	0	0	0.000117962
PASV6070	0	0	0	0	7.86E-05	0
PASV7854	0	0	0	0	0	0
PASV5975	0	0	0	0	0.000117962	0
PASV1827	3.93E-05	0	0	0	0	0
PASV6061	0	0	0	0	7.86E-05	0
PASV5259	0	0	0	0	0	0
PASV5268	0	0	0	0	0	0
PASV4570	0	0	7.86E-05	0	0	0
PASV5297	0	0	0	0	0	0
PASV1957	7.86E-05	0	0	0	0	0
PASV8440	0	0	0	0	0	0
PASV4576	0	0	0.000117962	0	0	0
PASV7231	0	0	0	0.000117962	0	0
PASV8455	0	0	0	0	0	0
PASV6715	0	0	0	0	0	0
PASV6063	0	0	0	0	0.000117962	0
PASV4509	0	0	7.86E-05	0	0	0
PASV9093	0	0	0	0	0	0
PASV2876	0	0.000117962	0	0	0	0
PASV2009	3.93E-05	0	0	0	0	0
PASV5283	0	0	0	0	0	0
PASV3758	0	0	0	0	0	0.000117962
PASV9063	0	0	0	0	0	0
PASV7327	0	0	0	7.86E-05	0	0
PASV2895	0	7.86E-05	0	0	0	0
PASV7227	0	0	0	7.86E-05	0	0
PASV7840	0	0	0	0	0	0
PASV2011	3.93E-05	0	0	0	0	0
PASV7270	0	0	0	0.000117962	0	0
PASV7326	0	0	0	0.000117962	0	0
PASV9525	0	0	0	0	0	0
PASV3637	0	0	0	0	0	7.86E-05
PASV2020	7.86E-05	0	0	0	0	0
PASV3743	0	0	0	0	0	0.000117962
PASV1941	3.93E-05	0	0	0	0	0
PASV3754	0	0	0	0	0	7.86E-05
PASV9096	0	0	0	0	0	0
PASV1950	3.93E-05	0	0	0	0	0
PASV7315	0	0	0	0.000117962	0	0
PASV9553	0	0	0	0	0	0
PASV7310	0	0	0	0.000117962	0	0
PASV9074	0	0	0	0	0	0
PASV2917	0	7.86E-05	0	0	0	0
PASV9541	0	0	0	0	0	0
PASV6016	0	0	0	0	7.86E-05	0
PASV8335	0	0	0	0	0	0
PASV9040	0	0	0	0	0	0
PASV8451	0	0	0	0	0	0
PASV1997	3.93E-05	0	0	0	0	0
PASV1926	3.93E-05	0	0	0	0	0
PASV4519	0	0	0.000117962	0	0	0
PASV7832	0	0	0	0	0	0
PASV9568	0	0	0	0	0	0
PASV8447	0	0	0	0	0	0
PASV5254	0	0	0	0	0	0
PASV6753	0	0	0	0	0	0
PASV6772	0	0	0	0	0	0
PASV7847	0	0	0	0	0	0
PASV5281	0	0	0	0	0	0
PASV9560	0	0	0	0	0	0
PASV6074	0	0	0	0	7.86E-05	0
PASV6741	0	0	0	0	0	0
PASV7249	0	0	0	0.000117962	0	0
PASV6068	0	0	0	0	0.000117962	0
PASV9579	0	0	0	0	0	0
PASV2828	0	3.93E-05	0	0	0	0
PASV5311	0	0	0	0	0	0
PASV6056	0	0	0	0	3.93E-05	0
PASV6722	0	0	0	0	0	0
PASV7837	0	0	0	0	0	0
PASV8424	0	0	0	0	0	0
PASV6086	0	0	0	0	0.000117962	0
PASV8441	0	0	0	0	0	0
PASV7849	0	0	0	0	0	0
PASV4515	0	0	0.000117962	0	0	0
PASV8436	0	0	0	0	0	0
PASV6041	0	0	0	0	7.86E-05	0
PASV2938	0	7.86E-05	0	0	0	0
PASV3723	0	0	0	0	0	0.000117962
PASV1954	3.93E-05	0	0	0	0	0
PASV7848	0	0	0	0	0	0
PASV4466	0	0	0.000117962	0	0	0
PASV7306	0	0	0	7.86E-05	0	0
PASV8371	0	0	0	0	0	0
PASV3744	0	0	0	0	0	0.000117962
PASV2956	0	7.86E-05	0	0	0	0
PASV3761	0	0	0	0	0	7.86E-05
PASV2023	3.93E-05	0	0	0	0	0
PASV2968	0	0.000117962	0	0	0	0
PASV2970	0	0.000117962	0	0	0	0
PASV2851	0	0.000117962	0	0	0	0
PASV9086	0	0	0	0	0	0
PASV1947	0.000117962	0	0	0	0	0
PASV5979	0	0	0	0	7.86E-05	0
PASV6090	0	0	0	0	0.000117962	0
PASV9010	0	0	0	0	0	0
PASV6706	0	0	0	0	0	0
PASV9082	0	0	0	0	0	0
PASV7221	0	0	0	7.86E-05	0	0
PASV8337	0	0	0	0	0	0
PASV7245	0	0	0	0.000117962	0	0
PASV7305	0	0	0	0.000117962	0	0
PASV7282	0	0	0	3.93E-05	0	0
PASV7861	0	0	0	0	0	0
PASV3742	0	0	0	0	0	7.86E-05
PASV8310	0	0	0	0	0	0
PASV2044	7.86E-05	0	0	0	0	0
PASV5321	0	0	0	0	0	0
PASV7787	0	0	0	0	0	0
PASV6672	0	0	0	0	0	0
PASV7217	0	0	0	0.000117962	0	0
PASV1858	3.93E-05	0	0	0	0	0
PASV7266	0	0	0	7.86E-05	0	0
PASV2901	0	3.93E-05	0	0	0	0
PASV5308	0	0	0	0	0	0
PASV8425	0	0	0	0	0	0
PASV4577	0	0	0.000117962	0	0	0
PASV7233	0	0	0	0.000117962	0	0
PASV5291	0	0	0	0	0	0
PASV9514	0	0	0	0	0	0
PASV5264	0	0	0	0	0	0
PASV9565	0	0	0	0	0	0
PASV8450	0	0	0	0	0	0
PASV6087	0	0	0	0	0.000117962	0
PASV3751	0	0	0	0	0	0.000117962
PASV7287	0	0	0	7.86E-05	0	0
PASV2830	0	3.93E-05	0	0	0	0
PASV8411	0	0	0	0	0	0
PASV5286	0	0	0	0	0	0
PASV3632	0	0	0	0	0	3.93E-05
PASV4540	0	0	3.93E-05	0	0	0
PASV2893	0	3.93E-05	0	0	0	0
PASV7213	0	0	0	7.86E-05	0	0
PASV7850	0	0	0	0	0	0
PASV8452	0	0	0	0	0	0
PASV1857	3.93E-05	0	0	0	0	0
PASV9573	0	0	0	0	0	0
PASV8433	0	0	0	0	0	0
PASV2909	0	7.86E-05	0	0	0	0
PASV7789	0	0	0	0	0	0
PASV1899	7.86E-05	0	0	0	0	0
PASV6720	0	0	0	0	0	0
PASV4546	0	0	0.000117962	0	0	0
PASV6677	0	0	0	0	0	0
PASV2024	3.93E-05	0	0	0	0	0
PASV7259	0	0	0	0.000117962	0	0
PASV5258	0	0	0	0	0	0
PASV8354	0	0	0	0	0	0
PASV9564	0	0	0	0	0	0
PASV2935	0	3.93E-05	0	0	0	0
PASV3710	0	0	0	0	0	0.000117962
PASV4445	0	0	0.000117962	0	0	0
PASV7206	0	0	0	0.000117962	0	0
PASV8404	0	0	0	0	0	0
PASV1806	3.93E-05	0	0	0	0	0
PASV4538	0	0	3.93E-05	0	0	0
PASV8426	0	0	0	0	0	0
PASV4503	0	0	7.86E-05	0	0	0
PASV5988	0	0	0	0	7.86E-05	0
PASV9076	0	0	0	0	0	0
PASV5318	0	0	0	0	0	0
PASV4563	0	0	0.000117962	0	0	0
PASV7782	0	0	0	0	0	0
PASV8390	0	0	0	0	0	0
PASV3665	0	0	0	0	0	7.86E-05
PASV5320	0	0	0	0	0	0
PASV8339	0	0	0	0	0	0
PASV2832	0	0.000117962	0	0	0	0
PASV3721	0	0	0	0	0	0.000117962
PASV6717	0	0	0	0	0	0
PASV6032	0	0	0	0	3.93E-05	0
PASV9550	0	0	0	0	0	0
PASV3690	0	0	0	0	0	7.86E-05
PASV5294	0	0	0	0	0	0
PASV5245	0	0	0	0	0	0
PASV5191	0	0	0	0	0	0
PASV7302	0	0	0	0.000117962	0	0
PASV5287	0	0	0	0	0	0
PASV2924	0	3.93E-05	0	0	0	0
PASV7870	0	0	0	0	0	0
PASV6685	0	0	0	0	0	0
PASV5316	0	0	0	0	0	0
PASV4528	0	0	7.86E-05	0	0	0
PASV3777	0	0	0	0	0	7.86E-05
