	aCO2-1	aCO2-2	aCO2-3	aCO2-4	aCO2-5	aCO2-6
PASV2460	0	0.000353885	0	0	0	0
PASV4870	0	0	0	0	0	0
PASV5615	0	0	0	0	0.000353885	0
PASV9290	0	0	0	0	0	0
PASV8088	0	0	0	0	0	0
PASV5612	0	0	0	0	0.000432526	0
PASV6491	0	0	0	0	0	0
PASV9289	0	0	0	0	0	0
PASV2455	0	0.000511167	0	0	0	0
PASV4872	0	0	0	0	0	0
PASV4431	0	0	0.000157282	0.000353885	0	0
PASV4129	0	0	0.000432526	0	0	0
PASV2461	0	0.000314564	0	0	0	0
PASV1095	0.000117962	0	0	0	0	0
PASV5613	0	0	0	0	0.000471846	0
PASV2456	0	0.000471846	0	0	0	0
PASV916	0.000235923	0	0	0	0	0
PASV3493	0	0	0.000314564	0	0	0.000196603
PASV6558	0	0	0	0.000275244	0	0
PASV6985	0	0	0	0.000471846	0	0
PASV905	0.000157282	0	0	0	0	0
PASV6984	0	0	0	0.000550488	0	0
PASV3319	0	0	0	0	0	0.000353885
PASV4134	0	0	0.000471846	0	0	0
PASV6420	0	0	0	3.93E-05	0	0
PASV2507	0	0.000314564	0.000117962	0	0	0
PASV4423	0	0	0.000157282	0.000196603	0	0
PASV6983	0	0	0	0.000511167	0	0
PASV4867	0	0	0	0	0	0
PASV2939	0	0.000117962	0	0	0	0
PASV7253	0	0	0	7.86E-05	0	0
PASV6403	0	0	0	0	0	0
PASV5037	0	0	0	0.000353885	0	0
PASV7534	0	0	0	0	0	0
PASV6401	0	0	0	0	0	0
PASV5616	0	0	0	0	0.000471846	0
PASV950	0.000157282	0	0	0	0	0
PASV1720	7.86E-05	0	3.93E-05	0.000275244	0	0
PASV4142	0	0	0.000314564	0	0	0
PASV5061	0	0	0	0	0.000314564	0
PASV4143	0	0	0.000235923	0	0	0
PASV4438	0	0	0.000117962	0	0	0
PASV4291	0	0	0.000235923	0	0	0
PASV2473	0	0.000393205	0	0	0	0
PASV1635	0.000117962	0	0	0	0	0
PASV6417	0	0	0	0	0	0
PASV947	7.86E-05	0	0	0	0	0
PASV1420	3.93E-05	0	0	0	0.000117962	0
PASV8780	0	0	0	0	0	0
PASV6415	0	0	0	0	0	0
PASV4877	0	0	0	0	0	0
PASV7536	0	0	0	0	0	0
PASV5623	0	0	0	0	0.000393205	0
PASV1571	7.86E-05	0.000117962	0	0	0	3.93E-05
PASV1717	0.000117962	0.000117962	0	0	0	0
PASV7053	0	0	0	0.000275244	0	0
PASV8781	0	0	0	0	0	0
PASV6411	0	0	0	0	0	0
PASV8782	0	0	0	0	0	0
PASV2468	0	0.000314564	0	0	0	0
PASV3284	0	0	0	0	0	0.000511167
PASV7538	0	0	0	0	0	0
PASV933	0.000117962	0	0	0	0	0
PASV2467	0	0.000511167	0	0	0	0
PASV3767	0	0	0	0	0.000353885	0.000117962
PASV3545	0	0	0	0	0	0.000117962
PASV4880	0	0	0	0	0	0
PASV1179	7.86E-05	0	0	0	0	0
PASV4876	0	0	0	0	0	0
PASV9292	0	0	0	0	0	0
PASV5619	0	0	0	0	0.000511167	0
PASV957	7.86E-05	0	0	0	0	0
PASV5622	0	0	0	0	0.000432526	0
PASV2471	0	0.000393205	0	0	0	0
PASV2469	0	0.000432526	0	0	0	0
PASV9291	0	0	0	0	0	0
PASV954	0.000196603	0	0	0	0	0
PASV6410	0	0	0	0	0	0
PASV6500	0	0	0	0	0	0
PASV6418	0	0	0	0	0	0
PASV8089	0	0	0	0	0	0
PASV2472	0	0.000471846	0	0	0	0
PASV4879	0	0	0	0	0	0
PASV4881	0	0	0	0	0	0
PASV4187	0	0	0.000196603	0	0	0
PASV6986	0	0	0	0.000511167	0	0
PASV3369	0	0	0	0	0	0.000275244
PASV944	0.000117962	0	0	0	0	0
PASV4492	0	0	0.000117962	0	0	0
PASV5621	0	0	0	0	0.000393205	0
PASV959	0.000117962	0	0	0	0	0
PASV6413	0	0	0	0	0	0
PASV958	0.000196603	0	0	0	0	0
PASV1136	0.000157282	0	0	0	0	0
PASV8910	0	0	0	0	0	0
PASV1280	0.000117962	0	0	0	0	0
PASV7535	0	0	0	0	0	0
PASV8779	0	0	0	0	0	0
PASV2792	0	7.86E-05	0	0	0	0
PASV962	0.000235923	0	0	0	0	0
PASV938	7.86E-05	0	0	0	0	0
PASV2527	0	0.000353885	0	0	0	0
PASV2809	0	0.000117962	0.000157282	0	0	0
PASV5018	0	0	0	0	0.000196603	0
PASV5629	0	0	0	0	0.000393205	0
PASV3296	0	0	0	0	0	0.000432526
PASV4151	0	0	0.000393205	0	0	0
PASV7548	0	0	0	0	0	0
PASV1071	0.000235923	0	0	0	0	0
PASV4890	0	0	0	0	0	0
PASV6993	0	0	0	0.000393205	0	0
PASV5884	0	0	0	0.000157282	0.000157282	0
PASV7547	0	0	0	0	0	0
PASV2565	0	0.000235923	0	0	0	0
PASV9295	0	0	0	0	0	0
PASV3453	0	0	0	0.000117962	0	0.000196603
PASV980	7.86E-05	0	0	0	0	0
PASV8786	0	0	0	0	0	0
PASV8093	0	0	0	0	0	0
PASV2492	0	0.000432526	0	0	0	0
PASV8095	0	0	0	0	0	0
PASV8789	0	0	0	0	0	0
PASV1365	0.000117962	0	0	0	0	0
PASV4146	0	0	0.000353885	0	0	0
PASV8094	0	0	0	0	0	0
PASV3292	0	0	0	0	0	0.000393205
PASV7545	0	0	0	0	0	0
PASV4149	0	0	0.000432526	0	0	0
PASV4473	0	0	0.000117962	0.000353885	0	0
PASV5778	0	0	0	0	0.000196603	0
PASV3290	0	0	0	0	0	0.000393205
PASV3587	0	0	0	0	0	0.000157282
PASV4884	0	0	0	0	0	0
PASV6425	0	0	0	0	0	0
PASV4063	0	0	0.000117962	0	0	3.93E-05
PASV3299	0	0	0	0	0	0.000314564
PASV2493	0	0.000432526	0	0	0	0
PASV989	0.000117962	0	0	0	0	0
PASV4152	0	0	0.000353885	0	0	0
PASV4886	0	0	0	0	0	0
PASV5624	0	0	0	0	0.000432526	0
PASV3291	0	0	0	0	0	0.000471846
PASV6421	0	0	0	0	0	0
PASV4888	0	0	0	0	0	0
PASV8784	0	0	0	0	0	0
PASV6429	0	0	0	0	0	0
PASV5626	0	0	0	0	0.000432526	0
PASV8787	0	0	0	0	0	0
PASV3288	0	0	0	0	0	0.000432526
PASV6430	0	0	0	0	0	0
PASV2790	0	7.86E-05	0	0	0.000275244	0
PASV4887	0	0	0	0	0	0
PASV6994	0	0	0	0.000393205	0	0
PASV7544	0	0	0	0	0	0
PASV983	0.000117962	0	0	0	0	0
PASV998	0.000157282	0	0	0	0	0
PASV9294	0	0	0	0	0	0
PASV8788	0	0	0	0	0	0
PASV4889	0	0	0	0	0	0
PASV9296	0	0	0	0	0	0
PASV7542	0	0	0	0	0	0
PASV965	0.000117962	0	0	0	0	0
PASV2483	0	0.000393205	0	0	0	0
PASV2697	0	0.000157282	0.000235923	0	0	0
PASV7546	0	0	0	0	0	0
PASV3509	0	0	0.000275244	0	0	0.000117962
PASV8790	0	0	0	0	0	0
PASV9293	0	0	0	0	0	0
PASV2490	0	0.000235923	0	0	0	0
PASV4183	0	0	0.000275244	0	0	0
PASV5630	0	0	0	0	0.000432526	0
PASV3425	0	0	0.000235923	0	0	0.000157282
PASV2703	0	7.86E-05	0	0	0	0
PASV2487	0	0.000432526	0	0	0	0
PASV8092	0	0	0	0	0	0
PASV1375	3.93E-05	0	0	0	0	0
PASV3297	0	0	0	0	0	0.000471846
PASV6428	0	0	0	0	0	0
PASV1586	3.93E-05	0	0	0	0.000117962	0
PASV3547	0	0	0.000117962	0	0	0.000157282
PASV973	7.86E-05	0	0	0	0	0
PASV8783	0	0	0	0	0	0
PASV1003	0.000117962	0	0	0	0	0
PASV1621	7.86E-05	0	0	0	0	0
PASV3289	0	0	0	0	0	0.000432526
PASV2501	0	0.000353885	0	0	0	0
PASV2774	0	0.000117962	0	0	0	0
PASV7551	0	0	0	0	0	0
PASV4897	0	0	0	0	0	0
PASV7554	0	0	0	0	0	0
PASV5638	0	0	0	0	0.000353885	0
PASV3305	0	0	0	0	0	0.000353885
PASV8098	0	0	0	0	0	0
PASV7559	0	0	0	0	0	0
PASV8795	0	0	0	0	0	0
PASV4156	0	0	0.000275244	0	0	0
PASV3351	0	0	0	0	0	0.000196603
PASV7002	0	0	0	0.000275244	0	0
PASV4160	0	0	0.000353885	0	0	0
PASV6431	0	0	0	0	0	0
PASV1034	0.000157282	0	0	0	0	0
PASV7553	0	0	0	0	0	0
PASV6437	0	0	0	0	0	0
PASV7550	0	0	0	0	0	0
PASV6999	0	0	0	0.000353885	0	0
PASV4893	0	0	0	0	0	0
PASV2505	0	0.000275244	0	0	0	0
PASV1239	3.93E-05	0	0	0	0	0
PASV7003	0	0	0	0.000314564	0	0
PASV2506	0	0.000353885	0	0	0	0
PASV7560	0	0	0	0	0	0
PASV3395	0	0	0	0	0.000157282	0.000275244
PASV5976	0	0	0	0	0.000117962	0
PASV3313	0	0	0	0	0	0.000314564
PASV1782	0	0	0	0	0	0.000157282
PASV9081	0	0	0	0	0	0
PASV1134	0.000117962	0	0	7.86E-05	0	0
PASV1363	0.000117962	0.000196603	0	0	0	0
PASV5640	0	0	0	0	0.000393205	0
PASV6433	0	0	0	0	0	0
PASV3309	0	0	0	0	0	0.000393205
PASV1011	0.000196603	0	0	0	0	0
PASV7177	0	0	0	0.000157282	0	0
PASV3312	0	0	0	0	0	0.000393205
PASV9299	0	0	0	0	0	0
PASV8099	0	0	0	0	0	0
PASV1116	0.000157282	0	0	0	7.86E-05	0
PASV1536	7.86E-05	0	0	0	0	7.86E-05
PASV1518	0	0	0	0	0.000235923	0
PASV2591	0	0.000275244	0	0	7.86E-05	0
PASV7555	0	0	0	0	0	0
PASV7001	0	0	0	0.000393205	0	0
PASV3314	0	0	0	0	0	0.000393205
PASV4895	0	0	0	0	0	0
PASV1028	0.000117962	0	0	0	0	0
PASV6435	0	0	0	0	0	0
PASV1452	3.93E-05	0	3.93E-05	0	0	0
PASV8796	0	0	0	0	0	0
PASV6436	0	0	0	0	0	0
PASV2500	0	0.000393205	0	0	0	0
PASV3307	0	0	0	0	0	0.000432526
PASV1240	0	0	0	0	0	0
PASV1022	0.000117962	0	0	0	0	0
PASV8097	0	0	0	0	0	0
PASV1053	0.000196603	0	0	0	0	0
PASV8096	0	0	0	0	0	0
PASV1598	0.000117962	0	0	0.000157282	0	0
PASV3311	0	0	0	0	0	0.000353885
PASV4163	0	0	0.000432526	0	0	0
PASV8791	0	0	0	0	0	0
PASV1557	7.86E-05	0	0.000157282	0	0	0
PASV1173	7.86E-05	0	0	0	0	0.000117962
PASV4312	0	0	0.000196603	0	0	0
PASV9298	0	0	0	0	0	0
PASV7558	0	0	0	0	0	0
PASV8100	0	0	0	0	0	0
PASV4157	0	0	0.000393205	0	0	0
PASV8101	0	0	0	0	0	0
PASV4161	0	0	0.000314564	0	0	0
PASV2499	0	0.000432526	0	0	0	0
PASV4901	0	0	0	0	0	0
PASV3348	0	0	0	0	0	0.000235923
PASV5634	0	0	0	0	0.000393205	0
PASV1027	0.000196603	0	0	0	0	0
PASV4900	0	0	0	0	0	0
PASV6434	0	0	0	0	0	0
PASV6998	0	0	0	0.000314564	0	0
PASV3310	0	0	0	0	0	0.000393205
PASV4894	0	0	0	0	0	0
PASV4154	0	0	0.000353885	0	0	0
PASV8792	0	0	0	0	0	0
PASV8794	0	0	0	0	0	0
PASV5636	0	0	0	0	0.000393205	0
PASV1249	7.86E-05	0	0	0	0	0
PASV4164	0	0	0.000353885	0	0	0
PASV7557	0	0	0	0	0	0
PASV1045	7.86E-05	0	0	0	0	0
PASV2650	0	0.000196603	0	0	0	0
PASV5690	0	0	0	0	0.000235923	0
PASV8797	0	0	0	0	0	0
PASV3300	0	0	0	0	0	0.000432526
PASV6124	0	0	0	0	3.93E-05	0
PASV6532	0	0	0	0	0	0
PASV1064	7.86E-05	0	0	0	0	0
PASV8901	0	0	0	0	0	0
PASV7573	0	0	0	0	0	0
PASV8806	0	0	0	0	0	0
PASV3320	0	0	0	0	0	0.000314564
PASV1077	0.000157282	0	0	0	0	0
PASV1105	0.000117962	0	0	0	0	0
PASV7015	0	0	0	0.000275244	0	0
PASV8108	0	0	0	0	0	0
PASV4177	0	0	0.000353885	0	0	0
PASV3324	0	0	0	0	0	0.000353885
PASV8803	0	0	0	0	0	0
PASV5649	0	0	0	0	0.000314564	0
PASV4913	0	0	0	0	0	0
PASV5747	0	0	0	0	0.000196603	0
PASV5645	0	0	0	0	0.000314564	0
PASV5029	0	0	0	0	0	0
PASV2715	0	0.000117962	0	0.000157282	0	0
PASV3321	0	0	0	0	0	0.000275244
PASV5643	0	0	0	0	0.000275244	0
PASV3511	0	0	0.000196603	0	0	0.000157282
PASV2738	0	7.86E-05	0	0.000117962	0	0
PASV1090	7.86E-05	0	0	0	0	0
PASV9300	0	0	0	0	0	0
PASV7653	0	0	0	0	0	0
PASV8151	0	0	0	0	0	0
PASV1062	7.86E-05	0	0	0	0	0
PASV7010	0	0	0	0.000393205	0	0
PASV8109	0	0	0	0	0	0
PASV3325	0	0	0	0	0	0.000393205
PASV6486	0	0	0	7.86E-05	0	0
PASV7193	0	0	0	0.000117962	0	0
PASV7568	0	0	0	0	0	0
PASV5647	0	0	0	0	0.000275244	0
PASV5104	0	0	0	7.86E-05	0.000117962	0
PASV1075	0.000157282	0	0	0	0	0
PASV1646	0.000117962	0	0	7.86E-05	0	0
PASV1086	0.000117962	0	0	0	0	0
PASV7009	0	0	0	0.000393205	0	0
PASV7006	0	0	0	0.000314564	0	0
PASV9302	0	0	0	0	0	0
PASV8808	0	0	0	0	0	0
PASV2511	0	0.000393205	0	0	0	0
PASV2516	0	0.000314564	0	0	0	0
PASV8107	0	0	0	0	0	0
PASV6441	0	0	0	0	0	0
PASV1529	0.000117962	0	0	0	0	0.000196603
PASV9304	0	0	0	0	0	0
PASV8104	0	0	0	0	0	0
PASV7647	0	0	0	0	0	0
PASV1729	7.86E-05	0.000196603	0	0	0	0
PASV7575	0	0	0	0	0	0
PASV7566	0	0	0	0	0	0
PASV4963	0	0	0	0	0	0
PASV4257	0	0	0.000196603	0	0	0
PASV5067	0	0	0	0	0	0
PASV4910	0	0	0	0	0	0
PASV4179	0	0	0.000353885	0	0	0
PASV4169	0	0	0.000353885	0	0	0
PASV1092	0.000196603	0	0	0	0	0
PASV7572	0	0	0	0	0	0
PASV4919	0	0	0	0	0	0
PASV1574	7.86E-05	0	0	0	0	0.000196603
PASV2523	0	0.000314564	0	0	0	0
PASV3677	0	0	0	0	0	0.000117962
PASV4178	0	0	0.000275244	0	0	0
PASV1276	0.000117962	0	0	0	0	7.86E-05
PASV8102	0	0	0	0	0	0
PASV9303	0	0	0	0	0	0
PASV9301	0	0	0	0	0	0
PASV1103	7.86E-05	0	0	0	0	0
PASV1059	0.000117962	0	0	0	0	0
PASV8805	0	0	0	0	0	0
PASV3331	0	0	0	0	0	0.000353885
PASV1089	0.000275244	0	0	0	0	0
PASV4167	0	0	0.000314564	0	0	0
PASV1634	7.86E-05	0	0	0.000157282	0	0
PASV3316	0	0	0	0	0	0.000353885
PASV4918	0	0	0	0	0	0
PASV5828	0	0	0	0	0.000117962	0
PASV2131	3.93E-05	0	0	0	0	0.000117962
PASV2556	0	0.000235923	0	0	0	0
PASV3326	0	0	0	0	0	0.000393205
PASV4168	0	0	0.000353885	0	0	0
PASV8111	0	0	0	0	0	0
PASV1069	0.000157282	0	0	0	0	0
PASV7008	0	0	0	0.000353885	0	0
PASV3322	0	0	0	0	0	0.000314564
PASV1104	0.000117962	0	0	0	0	0
PASV9307	0	0	0	0	0	0
PASV8807	0	0	0	0	0	0
PASV7012	0	0	0	0.000314564	0	0
PASV2521	0	0.000275244	0	0	0	0
PASV7567	0	0	0	0	0	0
PASV4176	0	0	0.000353885	0	0	0
PASV8110	0	0	0	0	0	0
PASV1199	7.86E-05	0	0	0	0	0
PASV7571	0	0	0	0	0	0
PASV4914	0	0	0	0	0	0
PASV2522	0	0.000235923	0	0	0	0
PASV8804	0	0	0	0	0	0
PASV3317	0	0	0	0	0	0.000353885
PASV1109	0.000117962	0	0	0	0	0
PASV7013	0	0	0	0.000196603	0	0
PASV6442	0	0	0	0	0	0
PASV1108	0.000117962	0	0	0	0	0
PASV3327	0	0	0	0	0	0.000353885
PASV7011	0	0	0	0.000393205	0	0
PASV4906	0	0	0	0	0	0
PASV7005	0	0	0	0.000235923	0	0
PASV4907	0	0	0	0	0	0
PASV8802	0	0	0	0	0	0
PASV3627	0	0	0	0	0	0.000157282
PASV1088	0.000117962	0	0	0	0	0
PASV4908	0	0	0	0	0	0
PASV1072	7.86E-05	0	0	0	0	0
PASV2137	3.93E-05	0.000117962	7.86E-05	0	0	0
PASV5646	0	0	0	0	0.000314564	0
PASV7610	0	0	0	0	0	0
PASV1259	3.93E-05	0	0	0	0	0.000117962
PASV3323	0	0	0	0	0	0.000275244
PASV6445	0	0	0	0	0	0
PASV5658	0	0	0	0	0.000314564	0
PASV2701	0	0.000196603	0	0	0	0
PASV4191	0	0	0.000196603	0	0	0
PASV4189	0	0	0.000353885	0	0	0
PASV1132	3.93E-05	0	0	0	0	0
PASV5661	0	0	0	0	0.000275244	0
PASV8809	0	0	0	0	0	0
PASV3346	0	0	0	0	0	0.000314564
PASV1155	0.000157282	0	0	0	0	0
PASV6446	0	0	0	0	0	0
PASV9316	0	0	0	0	0	0
PASV7585	0	0	0	0	0	0
PASV1121	7.86E-05	0	0	0	0	0
PASV4930	0	0	0	0	0	0
PASV3446	0	0	0	0	0	0.000157282
PASV3337	0	0	0	0	0	0.000353885
PASV7580	0	0	0	0	0	0
PASV2540	0	0.000275244	0	0	0	0
PASV5659	0	0	0	0	0.000235923	0
PASV1481	7.86E-05	0	0	0	0	0
PASV1163	0.000117962	0	0	0	0	0
PASV1156	3.93E-05	0	0	0	0	0
PASV2538	0	0.000275244	0	0	0	0
PASV6493	0	0	0	0	0	0
PASV4197	0	0	0.000235923	0	0	0
PASV8120	0	0	0	0	0	0
PASV1161	7.86E-05	0	0	0	0	0
PASV8114	0	0	0	0	0	0
PASV7583	0	0	0	0	0	0
PASV7022	0	0	0	0.000314564	0	0
PASV8286	0	0	0	0	0	0
PASV8115	0	0	0	0	0	0
PASV1143	0.000117962	0	0	0	0	0
PASV1840	3.93E-05	0	0	0	3.93E-05	7.86E-05
PASV4928	0	0	0	0	0	0
PASV2535	0	0.000157282	0	0	0	0
PASV9311	0	0	0	0	0	0
PASV1253	7.86E-05	7.86E-05	0	0	0	0
PASV8813	0	0	0	0	0	0
PASV1138	0.000117962	0	0	0	0	0
PASV6448	0	0	0	0	0	0
PASV4261	0	0	0.000196603	0	0	0
PASV4195	0	0	0.000196603	0	0	0
PASV4931	0	0	0	0	0	0
PASV4933	0	0	0	0	0	0
PASV2529	0	0.000235923	0	0	0	0
PASV7576	0	0	0	0	0	0
PASV8820	0	0	0	0	0	0
PASV1620	3.93E-05	0	0	0	0	0
PASV3335	0	0	0	0	0	0.000314564
PASV1162	0.000117962	0	0	0	0	0
PASV3341	0	0	0	0	0	0.000275244
PASV5017	0	0	0	0	0	0
PASV8119	0	0	0	0	0	0
PASV7021	0	0	0	0.000353885	0	0
PASV7019	0	0	0	0.000314564	0	0
PASV5656	0	0	0	0	0.000196603	0
PASV3336	0	0	0	0	0	0.000235923
PASV4511	0	0	0.000117962	0	0	0
PASV8812	0	0	0	0	0	0
PASV4253	0	0	0.000235923	0	0	0
PASV1286	3.93E-05	0	0	0	7.86E-05	0
PASV3859	0	0	0	0	0	7.86E-05
PASV6457	0	0	0	0	0	0
PASV5662	0	0	0	0	0.000196603	0
PASV6451	0	0	0	0	0	0
PASV9318	0	0	0	0	0	0
PASV5663	0	0	0	0	0.000314564	0
PASV9317	0	0	0	0	0	0
PASV6869	0	0	0	0.000196603	0	0
PASV3870	0	0	0.000196603	0	0	7.86E-05
PASV1374	7.86E-05	0	0	0	0	0.000117962
PASV4198	0	0	0.000275244	0	0	0
PASV6454	0	0	0	0	0	0
PASV5478	0	0	0	0	0	0
PASV2537	0	0.000314564	0	0	0	0
PASV9315	0	0	0	0	0	0
PASV5667	0	0	0	0	0.000314564	0
PASV1129	0.000117962	0	0	0	0	0
PASV4921	0	0	0	0	0	0
PASV2544	0	0.000275244	0	0	0	0
PASV5205	0	0	0	0.000196603	0	0
PASV2934	0	0.000117962	0	0	0.000235923	0
PASV8819	0	0	0	0	0	0
PASV7026	0	0	0	0.000353885	0	0
PASV8117	0	0	0	0	0	0
PASV3340	0	0	0	0	0	0.000353885
PASV8816	0	0	0	0	0	0
PASV2533	0	0.000353885	0	0	0	0
PASV4479	0	0	7.86E-05	0.000196603	0	0
PASV6456	0	0	0	0	0	0
PASV1805	0	0	0	0	0	0
PASV1152	7.86E-05	0	0	0	0	0
PASV1722	0.000117962	0	0	0	0	0
PASV8811	0	0	0	0	0	0
PASV4284	0	0	0.000157282	0	0	0
PASV3345	0	0	0	0	0	0.000275244
PASV2725	0	0.000157282	0	0	0	0
PASV4387	0	0	3.93E-05	0	0	0
PASV1948	0.000117962	0	7.86E-05	0	0	0
PASV3434	0	0	0	0.000117962	0	0.000235923
PASV9312	0	0	0	0	0	0
PASV7025	0	0	0	0.000275244	0	0
PASV7587	0	0	0	0	0	0
PASV6459	0	0	0	0	0	0
PASV9313	0	0	0	0	0	0
PASV4196	0	0	0.000235923	0	0	0
PASV7581	0	0	0	0	0	0
PASV1164	0.000117962	0	0	0	0	0
PASV3343	0	0	0	0	0	0.000235923
PASV9314	0	0	0	0	0	0
PASV1133	0.000117962	0	0	0	0	0
PASV3638	0	0	0	0	0	0.000117962
PASV7582	0	0	0	0	0	0
PASV2541	0	0.000275244	0	0	0	0
PASV5779	0	0	0	0.000157282	0.000157282	0
PASV7020	0	0	0	0.000314564	0	0
PASV7027	0	0	0	0.000275244	0	0
PASV7577	0	0	0	0	0	0
PASV4922	0	0	0	0	0	0
PASV4926	0	0	0	0	0	0
PASV9308	0	0	0	0	0	0
PASV1157	0.000196603	0	0	0	0	0
PASV3342	0	0	0	0	0	0.000353885
PASV7601	0	0	0	0	0	0
PASV1545	7.86E-05	0	0	0	0	0
PASV7603	0	0	0	0	0	0
PASV6466	0	0	0	0	0	0
PASV1838	3.93E-05	0	0	0	3.93E-05	0
PASV4940	0	0	0	0	0	0
PASV7590	0	0	0	0	0	0
PASV5035	0	0	0	0.000117962	0	0
PASV8124	0	0	0	0	0	0
PASV4070	0	0	0	0	0	3.93E-05
PASV5480	0	0	0	0	0	0
PASV5678	0	0	0	0	0.000235923	0
PASV2566	0	0.000275244	0	0	0	0
PASV7042	0	0	0	0.000235923	0	0
PASV4212	0	0	0.000275244	0	0	0
PASV7606	0	0	0	0	0	0
PASV7598	0	0	0	0	0	0
PASV7604	0	0	0	0	0	0
PASV4938	0	0	0	0	0	0
PASV3370	0	0	0	0	0	0.000235923
PASV9240	0	0	0	0	0	0
PASV6478	0	0	0	0	0	0
PASV6467	0	0	0	0	0	0
PASV4213	0	0	0.000235923	0	0	0
PASV9339	0	0	0	0	0	0
PASV1186	0.000117962	0	0	0	0	0
PASV8829	0	0	0	0	0	0
PASV6573	0	0	0	7.86E-05	0	0
PASV8833	0	0	0	0	0	0
PASV4217	0	0	0.000196603	0	0	0
PASV2552	0	0.000275244	0	0	0	0
PASV1188	0.000196603	0	0	0	0	0
PASV6583	0	0	0	0	0	0
PASV5677	0	0	0	0	0.000275244	0
PASV7038	0	0	0	0.000196603	0	0
PASV9340	0	0	0	0	0	0
PASV1204	0.000117962	0	0	0	0	0
PASV1223	7.86E-05	0	0	0	0	0
PASV9342	0	0	0	0	0	0
PASV1212	7.86E-05	0	0	0	0	0
PASV7037	0	0	0	0.000235923	0	0
PASV6477	0	0	0	0	0	0
PASV3358	0	0	0	0	0	0.000235923
PASV8121	0	0	0	0	0	0
PASV2560	0	0.000235923	0	0	0	0
PASV6464	0	0	0	0	0	0
PASV5909	0	0	0	0	0.000117962	0
PASV8826	0	0	0	0	0	0
PASV1237	0.000157282	0	0	0	0	0
PASV1202	3.93E-05	0	0	0	0	0
PASV8832	0	0	0	0	0	0
PASV1775	0.000117962	0	0	0	0	0
PASV7040	0	0	0	0.000275244	0	0
PASV1203	0.000196603	0	0	0	0	0
PASV1195	3.93E-05	0	0	0	0	0
PASV8827	0	0	0	0	0	0
PASV4303	0	0	0.000117962	0	0.000117962	0
PASV8821	0	0	0	0	0	0
PASV5685	0	0	0	0	0.000314564	0
PASV7036	0	0	0	0.000314564	0	0
PASV4202	0	0	0.000314564	0	0	0
PASV5675	0	0	0	0	0.000314564	0
PASV2569	0	0.000314564	0	0	0	0
PASV1190	0.000117962	0	0	0	0	0
PASV2549	0	0.000235923	0	0	0	0
PASV4352	0	0	0.000196603	0	0	0
PASV7600	0	0	0	0	0	0
PASV4215	0	0	0.000235923	0	0	0
PASV4941	0	0	0	0	0	0
PASV1234	0.000157282	0	0	0	0	0
PASV2561	0	0.000235923	0	0	0	0
PASV7290	0	0	0	0.000117962	0	0
PASV9335	0	0	0	0	0	0
PASV6479	0	0	0	0	0	0
PASV1342	7.86E-05	0	0	0	0	0
PASV7594	0	0	0	0	0	0
PASV5672	0	0	0	0	0.000314564	0
PASV9336	0	0	0	0	0	0
PASV3669	0	0	0	0	0	0.000117962
PASV9330	0	0	0	0	0	0
PASV9319	0	0	0	0	0	0
PASV7035	0	0	0	0.000314564	0	0
PASV9334	0	0	0	0	0	0
PASV1215	7.86E-05	0	0	0	0	0
PASV5670	0	0	0	0	0.000275244	0
PASV4208	0	0	0.000235923	0	0	0
PASV4219	0	0	0.000196603	0	0	0
PASV1177	0.000157282	0	0	0	0	0
PASV4220	0	0	0.000235923	0	0	0
PASV4218	0	0	0.000235923	0	0	0
PASV1221	0.000117962	0	0	0	0	0
PASV6472	0	0	0	0	0	0
PASV8130	0	0	0	0	0	0
PASV1226	0.000117962	0	0	0	0	0
PASV6480	0	0	0	0	0	0
PASV4205	0	0	0.000275244	0	0	0
PASV8825	0	0	0	0	0	0
PASV1206	0.000117962	0	0	0	0	0
PASV7596	0	0	0	0	0	0
PASV4214	0	0	0.000275244	0	0	0
PASV7593	0	0	0	0	0	0
PASV9321	0	0	0	0	0	0
PASV1750	3.93E-05	0	0	0	0	0
PASV7602	0	0	0	0	0	0
PASV9341	0	0	0	0	0	0
PASV9325	0	0	0	0	0	0
PASV7179	0	0	0	0.000157282	0	0
PASV9329	0	0	0	0	0	0
PASV4211	0	0	0.000196603	0	0	0
PASV7599	0	0	0	0	0	0
PASV2877	0	0.000117962	0	0	0	0
PASV6474	0	0	0	0	0	0
PASV6471	0	0	0	0	0	0
PASV7589	0	0	0	0	0	0
PASV8823	0	0	0	0	0	0
PASV4942	0	0	0	0	0	0
PASV1205	3.93E-05	0	0	0	0	0
PASV8126	0	0	0	0	0	0
PASV1225	0.000117962	0	0	0	0	0
PASV8131	0	0	0	0	0	0
PASV5687	0	0	0	0	0.000275244	0
PASV7592	0	0	0	0	0	0
PASV1232	7.86E-05	0	0	0	0	0
PASV8204	0	0	0	0	0	0
PASV2988	0	7.86E-05	0	0	0	0
PASV6468	0	0	0	0	0	0
PASV3349	0	0	0	0	0	0.000314564
PASV6473	0	0	0	0	0	0
PASV9338	0	0	0	0	0	0
PASV7607	0	0	0	0	0	0
PASV3356	0	0	0	0	0	0.000314564
PASV1210	0.000157282	0	0	0	0	0
PASV9323	0	0	0	0	0	0
PASV1181	7.86E-05	0	0	0	0	0
PASV5686	0	0	0	0	0.000314564	0
PASV8129	0	0	0	0	0	0
PASV5748	0	0	0	0	0.000117962	0
PASV7595	0	0	0	0	0	0
PASV5671	0	0	0	0	0.000275244	0
