,aCO2-1,aCO2-2,aCO2-3,aCO2-4,aCO2-5,aCO2-6
ASV3,0.079071766,0.047557656,0.079215012,0.097550494,0.056725398,0.041111589
ASV388,0.003581149,0,0.00071623,0.000572984,0.001002722,0.000859476
ASV1445,0,0.00071623,0,0,0.000286492,0
ASV363,0,0.004870362,0.000859476,0.001289214,0.001862197,0.001145968
ASV1854,0.001145968,0,0,0,0.001575705,0
ASV72,0,0.004297379,0.005156854,0.003724395,0.005873084,0
ASV2910,0,0,0,0,0,0.007305544
ASV25,0.010886692,0.009597479,0.01346512,0.010027217,0.009310987,0.004870362
ASV1404,0.003724395,0,0,0,0.00071623,0
ASV1392,0,0,0,0,0.002435181,0.002005443
ASV844,0,0,0,0.004870362,0.006875806,0
ASV1060,0,0,0,0.001002722,0,0
ASV842,0,0,0,0.0053001,0.002578427,0
ASV2309,0.001718951,0,0,0,0,0
ASV1841,0,0,0,0,0.002005443,0
ASV906,0,0,0,0.002005443,0,0
ASV1371,0.002291935,0.002435181,0,0,0.001575705,0
ASV960,0,0,0,0.001002722,0,0
ASV273,0,0,0.001289214,0.001145968,0.000572984,0.000429738
ASV3298,0,0,0,0,0,0.001145968
ASV1054,0,0,0,0.000429738,0,0.00071623
ASV1830,0,0,0,0,0.004583871,0
ASV1827,0.007162298,0,0,0,0.004297379,0
ASV3257,0,0,0,0,0,0.002721673
ASV2348,0.001145968,0,0,0,0,0
ASV4307,0,0.002435181,0,0,0,0
ASV2284,0.002578427,0,0,0,0,0
ASV350,0.002578427,0.00071623,0.000859476,0.002864919,0.000859476,0.000429738
ASV1452,0,0,0,0,0.002005443,0
ASV4623,0,0.001289214,0,0,0,0
ASV149,0.003151411,0.003437903,0.003294657,0.003724395,0,0.00071623
ASV4601,0,0.002721673,0,0,0,0
ASV59,0.01346512,0.00744879,0.00744879,0.017619252,0.005013608,0.007162298
ASV50,0.011173184,0.00673256,0.007592036,0.013178628,0.00744879,0.009740725
ASV1838,0,0,0,0,0.002148689,0
ASV4649,0,0.001002722,0,0,0,0
ASV201,0,0.00071623,0.002148689,0,0.000286492,0.002291935
ASV2351,0.001145968,0,0,0,0,0
ASV1928,0,0,0,0,0.001002722,0
ASV997,0,0,0,0.001145968,0,0
ASV1421,0,0.001002722,0,0,0,0
ASV523,0.001862197,0.000286492,0.000143246,0,0,0
ASV1711,0.002005443,0,0,0,0,0
ASV2550,0,0.002435181,0,0,0,0
ASV15,0,0,0.020197679,0,0,0
ASV276,0,0,0.001575705,0.001002722,0.000859476,0.001002722
ASV2259,0.008165019,0,0,0,0,0
ASV937,0,0.001002722,0,0.001289214,0,0.00071623
ASV1867,0,0.00071623,0,0,0.001002722,0.000859476
ASV253,0,0.001862197,0.001145968,0.001145968,0.002435181,0.001862197
ASV895,0,0,0,0.002005443,0,0
ASV2271,0.003867641,0.004297379,0,0,0,0.002435181
ASV361,0,0.001862197,0.000572984,0.000572984,0,0.001289214
ASV324,0,0,0.001145968,0,0,0
ASV405,0,0.000859476,0.000859476,0,0.000859476,0
ASV432,0,0,0.001002722,0,0,0
ASV342,0,0.000859476,0.001289214,0.001145968,0,0.00071623
ASV4666,0,0.001145968,0,0,0,0
ASV1075,0,0,0,0.001002722,0,0
ASV2301,0.001718951,0,0,0,0,0
ASV1369,0,0,0,0,0,0.004010887
ASV916,0.002721673,0,0,0.001718951,0,0
ASV37,0.003437903,0.010456955,0.008738003,0.007592036,0.008021773,0.003151411
ASV243,0,0.016903022,0.001289214,0,0.005013608,0.010456955
ASV280,0,0.002148689,0.000286492,0,0.001862197,0
ASV1842,0,0,0,0,0.002721673,0
ASV1881,0,0,0,0,0.001145968,0
ASV1883,0,0,0,0,0.001145968,0
ASV998,0,0,0,0.001145968,0,0
ASV441,0,0.000572984,0.000572984,0.001145968,0.002005443,0.001145968
ASV2266,0.004870362,0,0,0,0,0.001575705
ASV438,0.001289214,0.000429738,0.000859476,0,0.00071623,0.000859476
ASV1535,0,0.001575705,0,0,0.002148689,0
ASV1851,0,0,0,0,0.002148689,0
ASV32,0.012892136,0.010170463,0.011746168,0.008451511,0.020054433,0.006875806
ASV156,0.005873084,0.002291935,0.002435181,0.003437903,0.001718951,0.001718951
ASV111,0,0.004154133,0.003724395,0.003294657,0.002578427,0.000859476
ASV1073,0,0,0,0.001002722,0,0
ASV131,0.002435181,0.001002722,0.003581149,0.005156854,0.004583871,0.003151411
ASV238,0,0,0.002148689,0,0,0
ASV334,0,0,0.001002722,0,0,0
ASV336,0,0.001289214,0.00071623,0.000143246,0.002148689,0.000286492
ASV3689,0,0.002291935,0,0,0,0
ASV348,0.002005443,0,0.00071623,0.001145968,0,0.000572984
ASV1014,0,0.001575705,0,0.000859476,0.002291935,0.000572984
ASV236,0,0,0.002005443,0,0,0
ASV2283,0.002578427,0,0,0,0,0
ASV256,0.001289214,0,0.001718951,0,0.001289214,0
ASV36,0.01203266,0.007878527,0.010600201,0.012462398,0.009597479,0.003724395
ASV509,0,0,0.000429738,0.000572984,0.00071623,0.001002722
ASV403,0.002005443,0,0.000572984,0,0.000286492,0
ASV4597,0,0.003581149,0,0,0,0
ASV382,0,0,0.000859476,0.000572984,0,0.000429738
ASV1834,0,0,0,0,0.002721673,0
ASV1387,0,0,0,0,0,0.002148689
ASV2254,0.011029938,0,0,0,0,0.00071623
ASV212,0,0,0.002005443,0,0,0
ASV154,0.002291935,0.003724395,0.003008165,0.001575705,0.00143246,0.001718951
ASV1395,0.004154133,0,0,0,0.003581149,0
ASV1125,0,0,0,0.000859476,0,0.001145968
ASV884,0.004010887,0.002721673,0,0.001575705,0.003581149,0
ASV3261,0,0.001289214,0,0,0,0.001575705
ASV4656,0,0.001145968,0,0,0,0
ASV2347,0.001145968,0,0,0,0,0
ASV47,0.005443346,0,0.009597479,0,0,0.005586592
ASV970,0,0,0,0.00143246,0.000429738,0
ASV76,0.004583871,0.004154133,0.005013608,0.003008165,0.004297379,0.003008165
ASV999,0,0.000286492,0,0.00143246,0.003294657,0
ASV993,0,0,0,0.001002722,0,0
ASV220,0,0.003581149,0.002148689,0,0.00143246,0
ASV2343,0.001145968,0,0,0,0,0
ASV310,0,0.001718951,0.001145968,0,0.000429738,0.001575705
ASV329,0,0,0.00143246,0.001002722,0,0.00071623
ASV808,0,0,0.000143246,0.001002722,0,0
ASV1402,0,0,0,0,0.002148689,0
ASV3250,0,0.004297379,0,0,0,0.003437903
ASV911,0,0,0,0.001575705,0,0.000572984
ASV1367,0,0,0,0,0.002435181,0.002148689
ASV919,0,0,0,0.00143246,0,0
ASV2567,0,0,0,0,0,0.00143246
ASV977,0,0,0,0.001002722,0,0
ASV101,0.0053001,0.002864919,0.004440625,0.003151411,0.001862197,0.001002722
ASV133,0.008165019,0.043833262,0.002578427,0.004010887,0.008881249,0.027646469
ASV936,0.000859476,0.000286492,0,0.00143246,0,0.000429738
ASV3260,0,0,0,0,0,0.002148689
ASV281,0,0,0.001575705,0.003151411,0,0.000143246
ASV2282,0.002864919,0,0,0,0,0
ASV1410,0,0,0,0,0.001718951,0
ASV943,0,0,0,0.001575705,0,0
ASV1416,0,0,0,0,0.001718951,0
ASV226,0.004583871,0.00143246,0.002291935,0.00143246,0,0
ASV1840,0,0.002005443,0,0,0.001002722,0
ASV2352,0.001002722,0,0,0,0,0
ASV185,0,0,0.002291935,0,0,0
ASV110,0.003437903,0.008881249,0.002721673,0.00601633,0.007019052,0.002864919
ASV2297,0.002005443,0,0,0,0,0
ASV505,0,0.00143246,0.000572984,0.001862197,0.000572984,0.00071623
ASV3254,0,0.006159576,0,0,0,0.002578427
ASV2368,0.001002722,0,0,0,0,0
ASV2294,0.002435181,0,0,0,0,0
ASV1394,0.00071623,0.002864919,0,0,0.002005443,0.000286492
ASV372,0.000572984,0.000286492,0.000572984,0.000429738,0.000286492,0
ASV119,0.005873084,0.00143246,0.003437903,0.001862197,0.002578427,0.00071623
ASV859,0,0,0,0.003867641,0,0
ASV2350,0.001002722,0,0,0,0,0
ASV1863,0,0,0,0,0.001289214,0
ASV1718,0.001289214,0.000429738,0,0,0,0
ASV2608,0,0.002435181,0,0,0,0
ASV991,0,0,0,0.001289214,0,0
ASV731,0,0,0.000286492,0.00143246,0.000286492,0
ASV52,0.004583871,0.003724395,0.006446068,0.011029938,0.004440625,0.006589314
ASV593,0.001718951,0,0.000429738,0.001002722,0,0
ASV526,0,0,0.000429738,0.000572984,0.000859476,0.000286492
ASV173,0.001862197,0,0.002148689,0.0053001,0.002005443,0.004154133
ASV976,0,0,0,0.001575705,0,0
ASV2279,0.002864919,0.001289214,0,0,0,0
ASV4594,0,0.003581149,0,0,0,0
ASV584,0,0.00071623,0.000572984,0,0.000429738,0
ASV429,0,0,0.000286492,0,0.000859476,0
ASV452,0.00071623,0,0.000859476,0.000572984,0,0.001145968
ASV2930,0,0.002005443,0,0,0,0
ASV196,0,0.001145968,0.002291935,0.003724395,0.004010887,0
ASV416,0.001289214,0.000859476,0.000859476,0,0.000286492,0
ASV40,0.005156854,0.002721673,0.008594757,0.006159576,0.002578427,0.002148689
ASV1856,0.002578427,0,0,0,0.001718951,0
ASV474,0.000572984,0.000429738,0.000572984,0,0,0.000143246
ASV16,0.011459676,0.009024495,0.017905744,0.008738003,0.009454233,0.004154133
ASV2646,0,0.002005443,0,0,0,0
ASV292,0,0,0.001145968,0,0,0
ASV741,0,0,0,0.001002722,0,0
ASV2,0,0,0.099842429,0,0,0
ASV1044,0,0,0,0.001145968,0,0
ASV850,0,0,0,0.0053001,0.006302822,0
ASV1855,0,0,0,0,0.00143246,0
ASV880,0,0.003581149,0,0.002148689,0,0
ASV839,0,0,0,0.008451511,0,0
ASV1572,0,0.001002722,0,0,0,0
ASV4625,0,0.001002722,0,0,0,0
ASV2278,0.002864919,0,0,0,0,0
ASV1133,0,0.00071623,0,0.000429738,0,0
ASV2617,0,0.001002722,0,0,0,0
ASV437,0,0,0.00071623,0,0.000572984,0
s__VTX00444,0.013023415,0.003349855,0.005674244,0.000102547,0.091642454,0.079849598
s__VTX00435,6.84E-05,0,0.000102547,0,0.000717826,0.000581097
s__VTX00350,0,0.001640745,0,0,0,0.001367288
s__VTX00308,0.710271748,0.48220817,0.271235686,0.03260981,0.296701419,0.317176551
s__VTX00281,0.007041531,0.007930268,0.005229875,0.000170911,0.006221159,0.010425568
s__VTX00238,0.011895402,0.004785507,0.066655273,0.00109383,0.009263374,0.004853871
s__VTX00222,0,0,0,0.934575286,0,0
s__VTX00163,0.00030764,0.000649462,0,0,0.022731157,0
s__VTX00051,0.000239275,0.016133994,0,6.84E-05,0.001059648,0.146436507
s__VTX00009,0,0,0,0,0.000239275,0.024679542
s__VTX00005,0.256981713,0.48190053,0.651102376,0.031379251,0.571423688,0.411416852
s__VTX00004,0.000170911,0.00140147,0,0,0,0.002871304
BN1,0.04,0.14,0.06,0.1,0.09,0.03
BN2,0.3,0.18,0.38,0.36,0.31,0.41
BN3,0.14,0.16,0.14,0.16,0.15,0.13
BN4,0.04,0.06,0.06,0,0.03,0.04
BN5,0.28,0.36,0.2,0.28,0.33,0.27
BN6,0,0,0,0,0.02,0
BN7,0.04,0.08,0.06,0.06,0.02,0.05
BN8,0,0,0.08,0.04,0.02,0.03
BN9,0.08,0.02,0.02,0,0.01,0
BN10,0.04,0,0,0,0.02,0
BN11,0.04,0,0,0,0,0.04
FN1,0.05,0.07,0.06,0,0.04,0.05
FN2,0.13,0.11,0.12,0.16,0.15,0.11
FN3,0.48,0.46,0.58,0.26,0.33,0.4
FN4,0.12,0.08,0.12,0.2,0.19,0.14
FN5,0.17,0.16,0,0.3,0.26,0.24
FN6,0.05,0.12,0.12,0.08,0.03,0.06
